trial,incumbent,candidate,design,resample,n_tasks,horizon_pairs,success_shift,mean_pairs_available,min_pairs_available,method,alpha_scheme,alpha_win,alpha_guard,alpha_harm,delta,min_n,reps,p_deploy,p_harm_stop,p_any_decision,se_p_deploy,se_p_harm,p_deploy_retained_variant,p_win_gate_ever,p_guard_gate_ever,p_harm_gate_ever,stop_pair_q25_given_stop,stop_pair_median_given_stop,stop_pair_q75_given_stop,stop_pair_q25_censored,stop_pair_median_censored,stop_pair_q75_censored,deploy_pair_median,harm_pair_median,mean_frac_arrivals_after_decision,exp_frac_arrivals_saved_from_inferior,exp_frac_of_inferior_exposures_avoided,exp_frac_latency_saved,median_arrivals_started_at_decision_given_stop
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,nosplit_iut,0.05,0.05,0.05,0.03,10,20000,0.02265,0.0,0.02265,0.0010520688546858,0.0,0.02265,1.0,0.02265,0.0,50.0,116.0,198.0,,,,116.0,,0.0126197123519458,0.0063061759729272,0.0126121300065108,0.0079811455536168,235.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,nosplit_iut,0.05,0.05,0.05,0.03,20,20000,0.02235,0.0,0.02235,0.0010452386689172,0.0,0.02235,1.0,0.02235,0.0,55.0,119.0,198.5,,,,119.0,,0.012327157360406,0.006160067681895,0.0123199185665768,0.007794883720964,239.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,nosplit_iut,0.05,0.05,0.05,0.05,10,20000,0.0618,0.0,0.0618,0.001702656160239,0.0,0.0618,1.0,0.0618,0.0,81.0,159.0,229.0,,,,159.0,,0.0288882402707275,0.0144287648054145,0.0288570218053692,0.0182752645764611,321.5
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,nosplit_iut,0.05,0.05,0.05,0.05,20,20000,0.06135,0.0,0.06135,0.0016968526379741,0.0,0.06135,1.0,0.06135,0.0,83.0,160.0,231.0,,,,160.0,,0.0283499153976311,0.0141598138747884,0.028319129409567,0.0179333765425949,323.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,nosplit_iut,0.05,0.05,0.05,0.1,10,20000,0.40805,0.0,0.40805,0.0034752352258516,0.0,0.40815,1.0,0.40815,0.0,113.0,179.0,239.0,206.0,,,179.0,,0.1672045685279187,0.083503130287648,0.167003321768957,0.1057580894665236,361.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,nosplit_iut,0.05,0.05,0.05,0.1,20,20000,0.4074,0.0,0.4074,0.0034743721735012,0.0,0.4074,1.0,0.4074,0.0,114.0,180.0,239.0,206.0,,,180.0,,0.1662589678510998,0.0830297800338409,0.1660566379204156,0.1051576846512358,361.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,nosplit_iut,0.05,0.05,0.05,0.15,10,20000,0.87825,0.0,0.87825,0.0023122168745599,0.0,0.87825,1.0,0.87825,0.0,88.0,142.0,202.0,96.0,158.0,233.0,142.0,,0.4404267343485617,0.2199976311336717,0.4399875196781647,0.2785752251044017,287.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,nosplit_iut,0.05,0.05,0.05,0.15,20,20000,0.87805,0.0,0.87805,0.0023138517400646,0.0,0.87805,1.0,0.87805,0.0,89.0,143.0,202.0,96.0,159.0,233.0,143.0,,0.4382382402707276,0.2189029610829103,0.4377982181024225,0.2771869509794469,289.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,deploy_bonf2,0.025,0.025,0.05,0.03,10,20000,0.01035,0.0,0.01035,0.0007156422814507,0.0,0.01035,1.0,0.01035,0.0,61.0,136.0,218.5,,,,136.0,,0.005360067681895,0.0026791878172588,0.0053582813432724,0.0033949832248418,273.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,deploy_bonf2,0.025,0.025,0.05,0.03,20,20000,0.0103,0.0,0.0103,0.0007139296183798,0.0,0.0103,1.0,0.0103,0.0,61.25,136.5,218.75,,,,136.5,,0.0053049915397631,0.0026516920473773,0.0053032907711945,0.0033598763029393,274.5
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,deploy_bonf2,0.025,0.025,0.05,0.05,10,20000,0.03485,0.0,0.03485,0.0012968322462832,0.0,0.03485,1.0,0.03485,0.0,94.0,171.0,234.0,,,,171.0,,0.0153183587140439,0.0076539763113367,0.0153076832488903,0.0096886032924449,344.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,deploy_bonf2,0.025,0.025,0.05,0.05,20,20000,0.0346,0.0,0.0346,0.0012923397386136,0.0,0.0346,1.0,0.0346,0.0,94.75,172.5,235.0,,,,172.5,,0.0150732656514382,0.007531641285956,0.0150630175035836,0.0095331840019257,347.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,deploy_bonf2,0.025,0.025,0.05,0.1,10,20000,0.30365,0.0,0.30365,0.0032515125518748,0.0,0.30365,1.0,0.30365,0.0,128.0,190.0,247.0,262.0,,,190.0,,0.1142919627749576,0.0570718274111675,0.1141416462383741,0.0722939031265007,384.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,deploy_bonf2,0.025,0.025,0.05,0.1,20,20000,0.3035,0.0,0.3035,0.0032510594427047,0.0,0.3035,1.0,0.3035,0.0,128.0,190.0,247.0,262.0,,,190.0,,0.1139346869712352,0.0568930626057529,0.1137841229189875,0.0720661215388015,384.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,deploy_bonf2,0.025,0.025,0.05,0.15,10,20000,0.8169,0.0,0.8169,0.002734724757631,0.0,0.8169,1.0,0.8169,0.0,105.0,161.0,219.0,119.0,186.0,266.0,161.0,,0.3672077834179357,0.1834071912013536,0.3668079275762321,0.2322132904084651,324.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,deploy_bonf2,0.025,0.025,0.05,0.15,20,20000,0.81655,0.0,0.81655,0.0027367507878869,0.0,0.81655,1.0,0.81655,0.0,106.0,161.0,219.0,119.0,186.0,266.0,161.0,,0.3660726734348561,0.1828392554991539,0.3656720761597427,0.2314940620853486,325.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,twosided_equal,0.025,0.025,0.025,0.03,10,20000,0.01035,0.0,0.01035,0.0007156422814507,0.0,0.01035,1.0,0.01035,0.0,61.0,136.0,218.5,,,,136.0,,0.005360067681895,0.0026791878172588,0.0053582813432724,0.0033949832248418,273.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,twosided_equal,0.025,0.025,0.025,0.03,20,20000,0.0103,0.0,0.0103,0.0007139296183798,0.0,0.0103,1.0,0.0103,0.0,61.25,136.5,218.75,,,,136.5,,0.0053049915397631,0.0026516920473773,0.0053032907711945,0.0033598763029393,274.5
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,twosided_equal,0.025,0.025,0.025,0.05,10,20000,0.03485,0.0,0.03485,0.0012968322462832,0.0,0.03485,1.0,0.03485,0.0,94.0,171.0,234.0,,,,171.0,,0.0153183587140439,0.0076539763113367,0.0153076832488903,0.0096886032924449,344.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,twosided_equal,0.025,0.025,0.025,0.05,20,20000,0.0346,0.0,0.0346,0.0012923397386136,0.0,0.0346,1.0,0.0346,0.0,94.75,172.5,235.0,,,,172.5,,0.0150732656514382,0.007531641285956,0.0150630175035836,0.0095331840019257,347.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,twosided_equal,0.025,0.025,0.025,0.1,10,20000,0.30365,0.0,0.30365,0.0032515125518748,0.0,0.30365,1.0,0.30365,0.0,128.0,190.0,247.0,262.0,,,190.0,,0.1142919627749576,0.0570718274111675,0.1141416462383741,0.0722939031265007,384.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,twosided_equal,0.025,0.025,0.025,0.1,20,20000,0.3035,0.0,0.3035,0.0032510594427047,0.0,0.3035,1.0,0.3035,0.0,128.0,190.0,247.0,262.0,,,190.0,,0.1139346869712352,0.0568930626057529,0.1137841229189875,0.0720661215388015,384.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,twosided_equal,0.025,0.025,0.025,0.15,10,20000,0.8169,0.0,0.8169,0.002734724757631,0.0,0.8169,1.0,0.8169,0.0,105.0,161.0,219.0,119.0,186.0,266.0,161.0,,0.3672077834179357,0.1834071912013536,0.3668079275762321,0.2322132904084651,324.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,twosided_equal,0.025,0.025,0.025,0.15,20,20000,0.81655,0.0,0.81655,0.0027367507878869,0.0,0.81655,1.0,0.81655,0.0,106.0,161.0,219.0,119.0,186.0,266.0,161.0,,0.3660726734348561,0.1828392554991539,0.3656720761597427,0.2314940620853486,325.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.03,10,20000,0.00665,0.0,0.00665,0.0005747076430673,0.0,0.00665,1.0,0.00665,0.0,55.0,134.0,219.0,,,,134.0,,0.0034391708967851,0.0017178510998307,0.0034356417416681,0.0021834904194314,269.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.03,20,20000,0.0066,0.0,0.0066,0.0005725574207011,0.0,0.0066,1.0,0.0066,0.0,57.25,134.5,221.0,,,,134.5,,0.0033818950930626,0.0016892554991539,0.0033784515467071,0.0021471725749532,274.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.05,10,20000,0.0242,0.0,0.0242,0.00108660848515,0.0,0.0242,1.0,0.0242,0.0,101.75,176.0,239.0,,,,176.0,,0.0102098138747884,0.0051003384094754,0.0102004973178136,0.0064580212429367,353.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.05,20,20000,0.02415,0.0,0.02415,0.001085513185088,0.0,0.02415,1.0,0.02415,0.0,102.5,176.0,239.0,,,,176.0,,0.0101555837563451,0.0050732656514382,0.0101463527545369,0.0064234066434408,353.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.1,10,20000,0.2547,0.0,0.2547,0.0030808108510585,0.0,0.2547,1.0,0.2547,0.0,135.0,197.0,250.0,292.0,,,197.0,,0.0918110829103214,0.0458430626057529,0.0916845118123132,0.0580491267904674,395.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.1,20,20000,0.2546,0.0,0.2546,0.0030804126346968,0.0,0.2546,1.0,0.2546,0.0,135.0,197.0,250.0,292.0,,,197.0,,0.0915950930626057,0.0457349407783417,0.0914682719627268,0.0579121134549136,395.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.15,10,20000,0.7756,0.0,0.7756,0.0029499545759214,0.0,0.7756,1.0,0.7756,0.0,115.0,171.0,226.0,132.0,202.0,284.0,171.0,,0.3291496615905245,0.1643945008460237,0.3287832159975526,0.2081433041358328,343.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.15,20,20000,0.77545,0.0,0.77545,0.0029506549908452,0.0,0.77545,1.0,0.77545,0.0,115.0,171.0,226.0,132.0,202.0,285.0,171.0,,0.3286060067681895,0.1641219120135363,0.3282380479260601,0.2077952251487056,343.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.03,10,20000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.03,20,20000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.05,10,20000,5e-05,0.0,5e-05,4.999874998437461e-05,0.0,5e-05,1.0,5e-05,0.0,194.0,194.0,194.0,,,,194.0,,1.6751269035532997e-05,8.375634517766498e-06,1.6750974263735463e-05,1.0260425825858732e-05,393.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.05,20,20000,5e-05,0.0,5e-05,4.999874998437461e-05,0.0,5e-05,1.0,5e-05,0.0,194.0,194.0,194.0,,,,194.0,,1.6751269035532997e-05,8.375634517766498e-06,1.6750974263735463e-05,1.0260425825858732e-05,393.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.1,10,20000,0.0111,0.0,0.0111,0.0007408370266124,0.0,0.0111,1.0,0.0111,0.0,227.25,267.5,278.75,,,,267.5,,0.0015757191201353,0.0007862944162436,0.0015725611596682,0.0009850113313258,536.5
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.1,20,20000,0.0111,0.0,0.0111,0.0007408370266124,0.0,0.0111,1.0,0.0111,0.0,227.25,267.5,278.75,,,,267.5,,0.0015757191201353,0.0007862944162436,0.0015725611596682,0.0009850113313258,536.5
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.15,10,20000,0.20705,0.0,0.20705,0.002865137845724,0.0,0.20705,1.0,0.20705,0.0,215.0,248.0,277.0,,,,248.0,,0.0377060067681895,0.0188003384094754,0.0376000151604777,0.0237116173143963,499.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.15,20,20000,0.20705,0.0,0.20705,0.002865137845724,0.0,0.20705,1.0,0.20705,0.0,215.0,248.0,277.0,,,,248.0,,0.0377060067681895,0.0188003384094754,0.0376000151604777,0.0237116173143963,499.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,deploy_bonf2,0.025,0.025,0.05,0.03,10,20000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,deploy_bonf2,0.025,0.025,0.05,0.03,20,20000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,deploy_bonf2,0.025,0.025,0.05,0.05,10,20000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,deploy_bonf2,0.025,0.025,0.05,0.05,20,20000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,deploy_bonf2,0.025,0.025,0.05,0.1,10,20000,0.00255,0.0,0.00255,0.000356615864762,0.0,0.00255,1.0,0.00255,0.0,245.5,263.0,285.5,,,,263.0,,0.0002895939086294,0.0001440778341793,0.0002881505976882,0.0001790018096931,527.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,deploy_bonf2,0.025,0.025,0.05,0.1,20,20000,0.00255,0.0,0.00255,0.000356615864762,0.0,0.00255,1.0,0.00255,0.0,245.5,263.0,285.5,,,,263.0,,0.0002895939086294,0.0001440778341793,0.0002881505976882,0.0001790018096931,527.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,deploy_bonf2,0.025,0.025,0.05,0.15,10,20000,0.09105,0.0,0.09105,0.0020342062026746,0.0,0.09105,1.0,0.09105,0.0,225.0,258.0,277.0,,,,258.0,,0.0138851099830795,0.0069232656514382,0.0138462876456996,0.0087240002716352,518.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,deploy_bonf2,0.025,0.025,0.05,0.15,20,20000,0.09105,0.0,0.09105,0.0020342062026746,0.0,0.09105,1.0,0.09105,0.0,225.0,258.0,277.0,,,,258.0,,0.0138851099830795,0.0069232656514382,0.0138462876456996,0.0087240002716352,518.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,twosided_equal,0.025,0.025,0.025,0.03,10,20000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,twosided_equal,0.025,0.025,0.025,0.03,20,20000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,twosided_equal,0.025,0.025,0.025,0.05,10,20000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,twosided_equal,0.025,0.025,0.025,0.05,20,20000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,twosided_equal,0.025,0.025,0.025,0.1,10,20000,0.00255,0.0,0.00255,0.000356615864762,0.0,0.00255,1.0,0.00255,0.0,245.5,263.0,285.5,,,,263.0,,0.0002895939086294,0.0001440778341793,0.0002881505976882,0.0001790018096931,527.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,twosided_equal,0.025,0.025,0.025,0.1,20,20000,0.00255,0.0,0.00255,0.000356615864762,0.0,0.00255,1.0,0.00255,0.0,245.5,263.0,285.5,,,,263.0,,0.0002895939086294,0.0001440778341793,0.0002881505976882,0.0001790018096931,527.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,twosided_equal,0.025,0.025,0.025,0.15,10,20000,0.09105,0.0,0.09105,0.0020342062026746,0.0,0.09105,1.0,0.09105,0.0,225.0,258.0,277.0,,,,258.0,,0.0138851099830795,0.0069232656514382,0.0138462876456996,0.0087240002716352,518.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,twosided_equal,0.025,0.025,0.025,0.15,20,20000,0.09105,0.0,0.09105,0.0020342062026746,0.0,0.09105,1.0,0.09105,0.0,225.0,258.0,277.0,,,,258.0,,0.0138851099830795,0.0069232656514382,0.0138462876456996,0.0087240002716352,518.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.03,10,20000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.03,20,20000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.05,10,20000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.05,20,20000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.1,10,20000,0.001,0.0,0.001,0.0002234949663862,0.0,0.001,1.0,0.001,0.0,244.25,266.5,283.0,,,,266.5,,0.0001174280879864,5.8714043993231815e-05,0.0001174260216063,6.940038810099303e-05,535.5
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.1,20,20000,0.001,0.0,0.001,0.0002234949663862,0.0,0.001,1.0,0.001,0.0,244.25,266.5,283.0,,,,266.5,,0.0001174280879864,5.8714043993231815e-05,0.0001174260216063,6.940038810099303e-05,535.5
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.15,10,20000,0.05475,0.0,0.05475,0.0016086086767763,0.0,0.05475,1.0,0.05475,0.0,233.0,262.0,283.0,,,,262.0,,0.0075494077834179,0.0037598984771573,0.007519664628575,0.0047373331799493,526.0
T1,self_test_repair,single_shot,pair_coin,perm,591,295,none,295.0,295,normal_mixture,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.15,20,20000,0.05475,0.0,0.05475,0.0016086086767763,0.0,0.05475,1.0,0.05475,0.0,233.0,262.0,283.0,,,,262.0,,0.0075494077834179,0.0037598984771573,0.007519664628575,0.0047373331799493,526.0
T1,self_test_repair,single_shot,pair_coin,boot,591,295,none,295.0,295,betting,nosplit_iut,0.05,0.05,0.05,0.03,10,20000,0.03045,0.0,0.03045,0.0012149649686307,0.0,0.03045,1.0,0.03045,0.0,67.0,141.0,216.0,,,,141.0,,0.0156200507614213,0.0078033840947546,0.0156070164229346,0.009871402914392,284.0
T1,self_test_repair,single_shot,pair_coin,boot,591,295,none,295.0,295,betting,nosplit_iut,0.05,0.05,0.05,0.03,20,20000,0.0303,0.0,0.0303,0.0012120624983885,0.0,0.0303,1.0,0.0303,0.0,68.25,141.5,216.0,,,,141.5,,0.0154553299492385,0.0077211505922165,0.0154425468019288,0.0097634368371738,285.0
T1,self_test_repair,single_shot,pair_coin,boot,591,295,none,295.0,295,betting,nosplit_iut,0.05,0.05,0.05,0.05,10,20000,0.0757,0.0,0.0757,0.0018704212092467,0.0,0.07575,1.0,0.07575,0.0,90.0,161.0,229.0,,,,161.0,,0.0349381556683587,0.0174513536379018,0.0349032624207559,0.0220705336660012,324.0
T1,self_test_repair,single_shot,pair_coin,boot,591,295,none,295.0,295,betting,nosplit_iut,0.05,0.05,0.05,0.05,20,20000,0.0752,0.0,0.0752,0.001864738051309,0.0,0.0752,1.0,0.0752,0.0,91.0,162.0,229.25,,,,162.0,,0.0344049069373942,0.017184771573604,0.0343700898119191,0.0217295615401262,326.0
T1,self_test_repair,single_shot,pair_coin,boot,591,295,none,295.0,295,betting,nosplit_iut,0.05,0.05,0.05,0.1,10,20000,0.41815,0.0,0.41815,0.0034878401447027,0.0,0.4182,1.0,0.4182,0.0,110.0,178.0,237.0,202.0,,,178.0,,0.1747598984771573,0.087267681895093,0.174538139862123,0.110618014664208,358.0
T1,self_test_repair,single_shot,pair_coin,boot,591,295,none,295.0,295,betting,nosplit_iut,0.05,0.05,0.05,0.1,20,20000,0.41755,0.0,0.41755,0.0034871334753633,0.0,0.41755,1.0,0.41755,0.0,110.0,178.0,237.0,202.0,,,178.0,,0.1734153976311336,0.0865954314720812,0.1731936176311433,0.1097564449962901,359.0
T1,self_test_repair,single_shot,pair_coin,boot,591,295,none,295.0,295,betting,nosplit_iut,0.05,0.05,0.05,0.15,10,20000,0.85895,0.0,0.85895,0.0024612486414419,0.0,0.85895,1.0,0.85895,0.0,86.0,139.0,199.0,95.0,158.0,238.0,139.0,,0.4374099830795262,0.2184919627749577,0.4369908759970125,0.2769728426686105,281.0
T1,self_test_repair,single_shot,pair_coin,boot,591,295,none,295.0,295,betting,nosplit_iut,0.05,0.05,0.05,0.15,20,20000,0.85885,0.0,0.85885,0.0024619776349512,0.0,0.85885,1.0,0.85885,0.0,86.0,140.0,199.0,96.0,158.0,238.0,140.0,,0.4353833333333333,0.2174797800338409,0.4349664783162372,0.2756866219084903,282.0
T1,self_test_repair,single_shot,pair_coin,boot,591,295,none,295.0,295,betting,deploy_bonf2,0.025,0.025,0.05,0.03,10,20000,0.0165,0.0,0.0165,0.0009007705035135,0.0,0.0165,1.0,0.0165,0.0,79.25,157.0,229.0,,,,157.0,,0.0078857868020304,0.0039402707275803,0.0078806667990996,0.0049963755117631,316.0
T1,self_test_repair,single_shot,pair_coin,boot,591,295,none,295.0,295,betting,deploy_bonf2,0.025,0.025,0.05,0.03,20,20000,0.0164,0.0,0.0164,0.0008980824015645,0.0,0.0164,1.0,0.0164,0.0,80.0,158.0,229.25,,,,158.0,,0.0077877326565143,0.0038914551607445,0.0077830341125561,0.0049322953045237,318.0
T1,self_test_repair,single_shot,pair_coin,boot,591,295,none,295.0,295,betting,deploy_bonf2,0.025,0.025,0.05,0.05,10,20000,0.0444,0.0,0.0444,0.0014565136456621,0.0,0.0444,1.0,0.0444,0.0,98.75,172.0,239.0,,,,172.0,,0.0191750423011844,0.0095785109983079,0.0191573266985972,0.012115223933666,345.5
T1,self_test_repair,single_shot,pair_coin,boot,591,295,none,295.0,295,betting,deploy_bonf2,0.025,0.025,0.05,0.05,20,20000,0.04425,0.0,0.04425,0.00145416535339,0.0,0.04425,1.0,0.04425,0.0,100.0,172.0,239.0,,,,172.0,,0.0190124365482233,0.0094973773265651,0.0189950567741686,0.0120081690155982,346.0
T1,self_test_repair,single_shot,pair_coin,boot,591,295,none,295.0,295,betting,deploy_bonf2,0.025,0.025,0.05,0.1,10,20000,0.3223,0.0,0.3223,0.0033047141328714,0.0,0.3223,1.0,0.3223,0.0,124.0,191.0,246.0,251.0,,,191.0,,0.1229206429780034,0.0613733502538071,0.1227486528550538,0.077744168508641,384.0
T1,self_test_repair,single_shot,pair_coin,boot,591,295,none,295.0,295,betting,deploy_bonf2,0.025,0.025,0.05,0.1,20,20000,0.322,0.0,0.322,0.0033039067783459,0.0,0.322,1.0,0.322,0.0,125.0,191.0,246.0,251.0,,,191.0,,0.1224818104906937,0.0611539763113367,0.1223098979916093,0.077463302718797,384.0
T1,self_test_repair,single_shot,pair_coin,boot,591,295,none,295.0,295,betting,deploy_bonf2,0.025,0.025,0.05,0.15,10,20000,0.79605,0.0,0.79605,0.00284916125816,0.0,0.79605,1.0,0.79605,0.0,102.0,158.0,215.0,118.0,186.0,274.0,158.0,,0.3660739424703892,0.1828363790186125,0.3656785742446665,0.2317960355387255,317.0
