trial,incumbent,candidate,design,resample,n_tasks,horizon_pairs,success_shift,mean_pairs_available,min_pairs_available,method,alpha_scheme,alpha_win,alpha_guard,alpha_harm,delta,min_n,reps,p_deploy,p_harm_stop,p_any_decision,se_p_deploy,se_p_harm,p_deploy_retained_variant,p_win_gate_ever,p_guard_gate_ever,p_harm_gate_ever,stop_pair_q25_given_stop,stop_pair_median_given_stop,stop_pair_q75_given_stop,stop_pair_q25_censored,stop_pair_median_censored,stop_pair_q75_censored,deploy_pair_median,harm_pair_median,mean_frac_arrivals_after_decision,exp_frac_arrivals_saved_from_inferior,exp_frac_of_inferior_exposures_avoided,exp_frac_latency_saved,median_arrivals_started_at_decision_given_stop
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.1,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25945,1.0,28.0,42.0,59.0,28.0,42.0,59.0,,42.0,0.8310751269035532,0.415450592216582,0.8310427851243011,0.5263065023795633,93.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.1,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25905,1.0,29.0,42.0,59.0,29.0,42.0,59.0,,42.0,0.8273612521150593,0.4135844331641286,0.82730983096443,0.5239269902281338,94.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.15,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7407,1.0,28.0,42.0,59.0,28.0,42.0,59.0,,42.0,0.8310751269035532,0.415450592216582,0.8310427851243011,0.5263065023795633,93.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.15,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.74035,1.0,29.0,42.0,59.0,29.0,42.0,59.0,,42.0,0.8273612521150593,0.4135844331641286,0.82730983096443,0.5239269902281338,94.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.03,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,65.0,76.0,55.0,65.0,76.0,,65.0,0.7556219966159052,0.3777346869712352,0.7555981196796137,0.4785602060695675,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.03,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,65.0,76.0,55.0,65.0,76.0,,65.0,0.7556219966159052,0.3777346869712352,0.7555981196796137,0.4785602060695675,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.05,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00015,1.0,55.0,65.0,76.0,55.0,65.0,76.0,,65.0,0.7556219966159052,0.3777346869712352,0.7555981196796137,0.4785602060695675,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.05,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00015,1.0,55.0,65.0,76.0,55.0,65.0,76.0,,65.0,0.7556219966159052,0.3777346869712352,0.7555981196796137,0.4785602060695675,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.1,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.01455,1.0,55.0,65.0,76.0,55.0,65.0,76.0,,65.0,0.7556219966159052,0.3777346869712352,0.7555981196796137,0.4785602060695675,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.1,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.01455,1.0,55.0,65.0,76.0,55.0,65.0,76.0,,65.0,0.7556219966159052,0.3777346869712352,0.7555981196796137,0.4785602060695675,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.15,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20445,1.0,55.0,65.0,76.0,55.0,65.0,76.0,,65.0,0.7556219966159052,0.3777346869712352,0.7555981196796137,0.4785602060695675,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.15,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20445,1.0,55.0,65.0,76.0,55.0,65.0,76.0,,65.0,0.7556219966159052,0.3777346869712352,0.7555981196796137,0.4785602060695675,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,deploy_bonf2,0.025,0.025,0.05,0.03,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,65.0,76.0,55.0,65.0,76.0,,65.0,0.7556219966159052,0.3777346869712352,0.7555981196796137,0.4785602060695675,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,deploy_bonf2,0.025,0.025,0.05,0.03,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,65.0,76.0,55.0,65.0,76.0,,65.0,0.7556219966159052,0.3777346869712352,0.7555981196796137,0.4785602060695675,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,deploy_bonf2,0.025,0.025,0.05,0.05,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,65.0,76.0,55.0,65.0,76.0,,65.0,0.7556219966159052,0.3777346869712352,0.7555981196796137,0.4785602060695675,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,deploy_bonf2,0.025,0.025,0.05,0.05,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,65.0,76.0,55.0,65.0,76.0,,65.0,0.7556219966159052,0.3777346869712352,0.7555981196796137,0.4785602060695675,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,deploy_bonf2,0.025,0.025,0.05,0.1,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0041,1.0,55.0,65.0,76.0,55.0,65.0,76.0,,65.0,0.7556219966159052,0.3777346869712352,0.7555981196796137,0.4785602060695675,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,deploy_bonf2,0.025,0.025,0.05,0.1,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0041,1.0,55.0,65.0,76.0,55.0,65.0,76.0,,65.0,0.7556219966159052,0.3777346869712352,0.7555981196796137,0.4785602060695675,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,deploy_bonf2,0.025,0.025,0.05,0.15,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09825,1.0,55.0,65.0,76.0,55.0,65.0,76.0,,65.0,0.7556219966159052,0.3777346869712352,0.7555981196796137,0.4785602060695675,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,deploy_bonf2,0.025,0.025,0.05,0.15,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09825,1.0,55.0,65.0,76.0,55.0,65.0,76.0,,65.0,0.7556219966159052,0.3777346869712352,0.7555981196796137,0.4785602060695675,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,twosided_equal,0.025,0.025,0.025,0.03,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,74.0,87.0,62.0,74.0,87.0,,74.0,0.7244844331641286,0.3621598984771573,0.7244432342363579,0.4587504373164832,158.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,twosided_equal,0.025,0.025,0.025,0.03,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,74.0,87.0,62.0,74.0,87.0,,74.0,0.7244844331641286,0.3621598984771573,0.7244432342363579,0.4587504373164832,158.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,twosided_equal,0.025,0.025,0.025,0.05,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,74.0,87.0,62.0,74.0,87.0,,74.0,0.7244844331641286,0.3621598984771573,0.7244432342363579,0.4587504373164832,158.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,twosided_equal,0.025,0.025,0.025,0.05,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,74.0,87.0,62.0,74.0,87.0,,74.0,0.7244844331641286,0.3621598984771573,0.7244432342363579,0.4587504373164832,158.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,twosided_equal,0.025,0.025,0.025,0.1,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0041,1.0,62.0,74.0,87.0,62.0,74.0,87.0,,74.0,0.7244844331641286,0.3621598984771573,0.7244432342363579,0.4587504373164832,158.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,twosided_equal,0.025,0.025,0.025,0.1,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0041,1.0,62.0,74.0,87.0,62.0,74.0,87.0,,74.0,0.7244844331641286,0.3621598984771573,0.7244432342363579,0.4587504373164832,158.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,twosided_equal,0.025,0.025,0.025,0.15,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09825,1.0,62.0,74.0,87.0,62.0,74.0,87.0,,74.0,0.7244844331641286,0.3621598984771573,0.7244432342363579,0.4587504373164832,158.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,twosided_equal,0.025,0.025,0.025,0.15,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09825,1.0,62.0,74.0,87.0,62.0,74.0,87.0,,74.0,0.7244844331641286,0.3621598984771573,0.7244432342363579,0.4587504373164832,158.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.03,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,79.0,92.0,66.0,79.0,92.0,,79.0,0.7072532994923858,0.3535553299492386,0.7072311644302167,0.4478732121091192,168.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.03,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,79.0,92.0,66.0,79.0,92.0,,79.0,0.7072532994923858,0.3535553299492386,0.7072311644302167,0.4478732121091192,168.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.05,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,79.0,92.0,66.0,79.0,92.0,,79.0,0.7072532994923858,0.3535553299492386,0.7072311644302167,0.4478732121091192,168.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.05,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,79.0,92.0,66.0,79.0,92.0,,79.0,0.7072532994923858,0.3535553299492386,0.7072311644302167,0.4478732121091192,168.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.1,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0016,1.0,66.0,79.0,92.0,66.0,79.0,92.0,,79.0,0.7072532994923858,0.3535553299492386,0.7072311644302167,0.4478732121091192,168.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.1,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0016,1.0,66.0,79.0,92.0,66.0,79.0,92.0,,79.0,0.7072532994923858,0.3535553299492386,0.7072311644302167,0.4478732121091192,168.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.15,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05985,1.0,66.0,79.0,92.0,66.0,79.0,92.0,,79.0,0.7072532994923858,0.3535553299492386,0.7072311644302167,0.4478732121091192,168.0
T2,single_shot,self_test_repair,arrival_coin,boot,591,295,none,285.7497,243,normal_mixture,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.15,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05985,1.0,66.0,79.0,92.0,66.0,79.0,92.0,,79.0,0.7072532994923858,0.3535553299492386,0.7072311644302167,0.4478732121091192,168.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,nosplit_iut,0.05,0.05,0.05,0.03,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05485,1.0,22.0,34.0,48.0,22.0,34.0,48.0,,34.0,0.9278186291739896,0.4639474956063269,0.9277620228594654,0.5876101944659782,76.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,nosplit_iut,0.05,0.05,0.05,0.03,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0547,1.0,24.0,34.5,49.0,24.0,34.5,49.0,,34.5,0.9242021528998244,0.4621386643233743,0.9241448787085086,0.5853250528717163,77.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,nosplit_iut,0.05,0.05,0.05,0.05,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1615,1.0,22.0,34.0,48.0,22.0,34.0,48.0,,34.0,0.9278186291739896,0.4639474956063269,0.9277620228594654,0.5876101944659782,76.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,nosplit_iut,0.05,0.05,0.05,0.05,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16115,1.0,24.0,34.5,49.0,24.0,34.5,49.0,,34.5,0.9242021528998244,0.4621386643233743,0.9241448787085086,0.5853250528717163,77.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,nosplit_iut,0.05,0.05,0.05,0.1,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7817,1.0,22.0,34.0,48.0,22.0,34.0,48.0,,34.0,0.9278186291739896,0.4639474956063269,0.9277620228594654,0.5876101944659782,76.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,nosplit_iut,0.05,0.05,0.05,0.1,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.78155,1.0,24.0,34.5,49.0,24.0,34.5,49.0,,34.5,0.9242021528998244,0.4621386643233743,0.9241448787085086,0.5853250528717163,77.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,nosplit_iut,0.05,0.05,0.05,0.15,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.99595,1.0,22.0,34.0,48.0,22.0,34.0,48.0,,34.0,0.9278186291739896,0.4639474956063269,0.9277620228594654,0.5876101944659782,76.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,nosplit_iut,0.05,0.05,0.05,0.15,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9959,1.0,24.0,34.5,49.0,24.0,34.5,49.0,,34.5,0.9242021528998244,0.4621386643233743,0.9241448787085086,0.5853250528717163,77.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,deploy_bonf2,0.025,0.025,0.05,0.03,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0317,1.0,22.0,34.0,48.0,22.0,34.0,48.0,,34.0,0.9278186291739896,0.4639474956063269,0.9277620228594654,0.5876101944659782,76.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,deploy_bonf2,0.025,0.025,0.05,0.03,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0316,1.0,24.0,34.5,49.0,24.0,34.5,49.0,,34.5,0.9242021528998244,0.4621386643233743,0.9241448787085086,0.5853250528717163,77.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,deploy_bonf2,0.025,0.025,0.05,0.05,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1066,1.0,22.0,34.0,48.0,22.0,34.0,48.0,,34.0,0.9278186291739896,0.4639474956063269,0.9277620228594654,0.5876101944659782,76.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,deploy_bonf2,0.025,0.025,0.05,0.05,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1065,1.0,24.0,34.5,49.0,24.0,34.5,49.0,,34.5,0.9242021528998244,0.4621386643233743,0.9241448787085086,0.5853250528717163,77.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,deploy_bonf2,0.025,0.025,0.05,0.1,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.70295,1.0,22.0,34.0,48.0,22.0,34.0,48.0,,34.0,0.9278186291739896,0.4639474956063269,0.9277620228594654,0.5876101944659782,76.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,deploy_bonf2,0.025,0.025,0.05,0.1,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.70295,1.0,24.0,34.5,49.0,24.0,34.5,49.0,,34.5,0.9242021528998244,0.4621386643233743,0.9241448787085086,0.5853250528717163,77.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,deploy_bonf2,0.025,0.025,0.05,0.15,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9914,1.0,22.0,34.0,48.0,22.0,34.0,48.0,,34.0,0.9278186291739896,0.4639474956063269,0.9277620228594654,0.5876101944659782,76.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,deploy_bonf2,0.025,0.025,0.05,0.15,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9914,1.0,24.0,34.5,49.0,24.0,34.5,49.0,,34.5,0.9242021528998244,0.4621386643233743,0.9241448787085086,0.5853250528717163,77.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,twosided_equal,0.025,0.025,0.025,0.03,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0317,1.0,27.0,39.0,55.0,27.0,39.0,55.0,,39.0,0.9172543936731108,0.458652460456942,0.9171734701291931,0.580906386293143,87.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,twosided_equal,0.025,0.025,0.025,0.03,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0316,1.0,27.0,40.0,55.0,27.0,40.0,55.0,,40.0,0.9154641915641476,0.4577591827768014,0.9153871707842224,0.5797706556218121,88.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,twosided_equal,0.025,0.025,0.025,0.05,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1066,1.0,27.0,39.0,55.0,27.0,39.0,55.0,,39.0,0.9172543936731108,0.458652460456942,0.9171734701291931,0.580906386293143,87.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,twosided_equal,0.025,0.025,0.025,0.05,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1065,1.0,27.0,40.0,55.0,27.0,40.0,55.0,,40.0,0.9154641915641476,0.4577591827768014,0.9153871707842224,0.5797706556218121,88.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,twosided_equal,0.025,0.025,0.025,0.1,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.70295,1.0,27.0,39.0,55.0,27.0,39.0,55.0,,39.0,0.9172543936731108,0.458652460456942,0.9171734701291931,0.580906386293143,87.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,twosided_equal,0.025,0.025,0.025,0.1,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.70295,1.0,27.0,40.0,55.0,27.0,40.0,55.0,,40.0,0.9154641915641476,0.4577591827768014,0.9153871707842224,0.5797706556218121,88.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,twosided_equal,0.025,0.025,0.025,0.15,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9914,1.0,27.0,39.0,55.0,27.0,39.0,55.0,,39.0,0.9172543936731108,0.458652460456942,0.9171734701291931,0.580906386293143,87.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,twosided_equal,0.025,0.025,0.025,0.15,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9914,1.0,27.0,40.0,55.0,27.0,40.0,55.0,,40.0,0.9154641915641476,0.4577591827768014,0.9153871707842224,0.5797706556218121,88.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.03,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02335,1.0,28.0,42.0,59.0,28.0,42.0,59.0,,42.0,0.9122656414762742,0.4561593585237258,0.9121879807911536,0.5777420265548252,93.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.03,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02325,1.0,28.0,42.0,59.0,28.0,42.0,59.0,,42.0,0.9102718804920914,0.4551674868189806,0.910204521654234,0.5764779588293842,93.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.05,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0835,1.0,28.0,42.0,59.0,28.0,42.0,59.0,,42.0,0.9122656414762742,0.4561593585237258,0.9121879807911536,0.5777420265548252,93.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.05,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0834,1.0,28.0,42.0,59.0,28.0,42.0,59.0,,42.0,0.9102718804920914,0.4551674868189806,0.910204521654234,0.5764779588293842,93.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.1,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6527,1.0,28.0,42.0,59.0,28.0,42.0,59.0,,42.0,0.9122656414762742,0.4561593585237258,0.9121879807911536,0.5777420265548252,93.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.1,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.65265,1.0,28.0,42.0,59.0,28.0,42.0,59.0,,42.0,0.9102718804920914,0.4551674868189806,0.910204521654234,0.5764779588293842,93.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.15,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.98745,1.0,28.0,42.0,59.0,28.0,42.0,59.0,,42.0,0.9122656414762742,0.4561593585237258,0.9121879807911536,0.5777420265548252,93.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,betting,bonf3,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.15,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.98745,1.0,28.0,42.0,59.0,28.0,42.0,59.0,,42.0,0.9102718804920914,0.4551674868189806,0.910204521654234,0.5764779588293842,93.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.03,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00025,1.0,55.0,64.0,76.0,55.0,64.0,76.0,,64.0,0.872914367311072,0.4364855887521968,0.8728460797929576,0.552819959210466,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.03,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00025,1.0,55.0,64.0,76.0,55.0,64.0,76.0,,64.0,0.872914367311072,0.4364855887521968,0.8728460797929576,0.552819959210466,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.05,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00395,1.0,55.0,64.0,76.0,55.0,64.0,76.0,,64.0,0.872914367311072,0.4364855887521968,0.8728460797929576,0.552819959210466,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.05,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00395,1.0,55.0,64.0,76.0,55.0,64.0,76.0,,64.0,0.872914367311072,0.4364855887521968,0.8728460797929576,0.552819959210466,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.1,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.17945,1.0,55.0,64.0,76.0,55.0,64.0,76.0,,64.0,0.872914367311072,0.4364855887521968,0.8728460797929576,0.552819959210466,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.1,20,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.17945,1.0,55.0,64.0,76.0,55.0,64.0,76.0,,64.0,0.872914367311072,0.4364855887521968,0.8728460797929576,0.552819959210466,139.0
T2,single_shot,self_test_repair,arrival_coin,boot,1138,569,none,555.53415,501,normal_mixture,nosplit_iut,0.05,0.05,0.05,0.15,10,20000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8295,1.0,55.0,64.0,76.0,55.0,64.0,76.0,,64.0,0.872914367311072,0.4364855887521968,0.8728460797929576,0.552819959210466,139.0
