n,nb_hat,r1_radius,r1_nb_lo,r1_nb_hi,r2_nb_lo,r2_nb_hi,succ_diff_hat,r1_sd_lo,r1_sd_hi,r2_sd_lo,r2_sd_hi,r2_wr_lo,r2_wr_hi
41,-0.5121951219512195,0.7289552511345186,-1.0,0.21676012918329912,-0.9819748503405874,0.02085132497112925,-0.024390243902439025,-0.7533454950369577,0.7045650072320796,-0.47754374364527263,0.4295623993001332,0.0,1.047641495200105
42,-0.5238095238095238,0.7145163284300781,-1.0,0.19070680462055423,-0.9824609288147517,-0.0006504740033831088,-0.047619047619047616,-0.7621353760491256,0.6668972808110305,-0.49345453864052186,0.39997467398643494,0.0,0.9985534321659806
43,-0.4883720930232558,0.7007401154828344,-1.0,0.21236802245957864,-0.9452893699324408,0.031718032304630744,-0.023255813953488372,-0.7239959294363228,0.677484301529346,-0.4636469344760096,0.41810285490612653,0.0,1.0728813005587161
44,-0.5,0.6875815140031528,-1.0,0.18758151400315282,-0.9466961845755577,0.011168934404850006,-0.022727272727272728,-0.7103087867304255,0.6648542412758801,-0.4529804539951412,0.40840929746627813,0.0,1.0250099097903091
45,-0.4666666666666667,0.6749994330179118,-1.0,0.2083327663512451,-0.9119529326756795,0.04132238030433656,-0.022222222222222223,-0.697221655240134,0.6527772107956895,-0.4427994211514791,0.39915942682160277,0.0027831054297086702,1.095427024349789
46,-0.4782608695652174,0.6629563533253332,-1.0,0.1846954837601158,-0.914116452569547,0.021642751019933938,-0.021739130434782608,-0.6846954837601158,0.6412172228905506,-0.4330711889526118,0.39032328452752985,0.0027082959859123226,1.0487604727536046
47,-0.44680851063829785,0.6514179475503564,-1.0,0.20460943691205857,-0.8815220835361073,0.04986457368160817,-0.02127659574468085,-0.6726945432950373,0.6301413518056755,-0.423765959257775,0.381873496035312,0.021790649950621913,1.1156679321293577
48,-0.4583333333333333,0.6403527476921794,-1.0,0.1820194143588461,-0.8843096240113179,0.030981399118900327,-0.020833333333333332,-0.6611860810255128,0.619519414358846,-0.41485650930553675,0.3737851191932956,0.02122176522159299,1.0701825831844545
49,-0.46938775510204084,0.6297318533794022,-1.0,0.16034409827736135,-0.886968728230924,0.012816913273869697,-0.02040816326530612,-0.6501400166447083,0.609323690114096,-0.40631790063819107,0.3660352820036362,0.02068184849196827,1.0283949144222895
50,-0.48,0.6195286751337413,-1.0,0.13952867513374134,-0.8895080786943437,-0.004671440124511707,-0.02,-0.6395286751337413,0.5995286751337413,-0.39812730222940446,0.3586030507087708,0.020168740258363085,0.9898655467273371
51,-0.49019607843137253,0.6097187078372447,-1.0,0.11952262940587216,-0.8919356161472844,-0.02152292167439181,-0.0196078431372549,-0.6293265509744996,0.5901108646999897,-0.3902637093674903,0.3514691474390965,0.019680487896993146,0.9542223062568705
52,-0.4807692307692308,0.600279330337178,-1.0,0.11951009956794717,-0.8761719109920356,-0.02109467066251317,-0.019230769230769232,-0.6195100995679472,0.5810485611064087,-0.3827077482755367,0.34461586693158514,0.019680487896993146,0.9542223062568705
53,-0.49056603773584906,0.5911896277364629,-1.0,0.10062359000061383,-0.8787862326738969,-0.03703577507216975,-0.018867924528301886,-0.6100575522647648,0.572321703208161,-0.37544161081314087,0.3380268576010218,0.01921533059759396,0.9211477625119368
54,-0.5,0.582430233428972,-1.0,0.08243023342897204,-0.8812921941280365,-0.052431538701057434,-0.018518518518518517,-0.6009487519474905,0.5639117149104536,-0.3684487980273035,0.33168704035105534,0.01877166882336742,0.8903695069560452
55,-0.509090909090909,0.5739831883667197,-1.0,0.06489227927581065,-0.8836964301087639,-0.06731113276698372,-0.01818181818181818,-0.5921650065485379,0.5558013701849015,-0.36171409650282427,0.3255824522538618,0.018348037555226997,0.8616525292028264
56,-0.5178571428571429,0.5658318154049837,-1.0,0.047974672547840824,-0.8860050080610172,-0.081701595602291,-0.017857142857142856,-0.5836889582621266,0.5479746725478408,-0.35522334916251047,0.3197001820164068,0.01794311608692287,0.8347929346112585
57,-0.5263157894736842,0.5579606068737029,-1.0,0.03164481740001868,-0.8882235484687906,-0.09562812510289642,-0.017543859649122806,-0.5755044665228257,0.54041674722458,-0.34896344469304674,0.31402821499004696,0.01755569093082744,0.8096129894175218
58,-0.5344827586206896,0.5503551237788924,-1.0,0.015872365158202784,-0.8903572217657647,-0.10911414797963764,-0.034482758620689655,-0.584837882399582,0.5158723651582028,-0.3632988826981906,0.2947659667195945,0.017184648664068058,0.7859569731573518
59,-0.5423728813559322,0.5430019052542646,-1.0,0.0006290238983324148,-0.8924108205710428,-0.12218149814565303,-0.03389830508474576,-0.5769002103390104,0.5091036001695188,-0.3571500889325545,0.28971199640783213,0.0168289727218018,0.7636880479127043
60,-0.55,0.5358883870672124,-1.0,-0.01411161293278762,-0.894388771057129,-0.13485054373741154,-0.03333333333333333,-0.5692217204005457,0.5025550537338791,-0.3512078682581584,0.2848295345902443,0.01648772822258746,0.742685282548002
61,-0.5573770491803278,0.5290028281401474,-1.0,-0.028374221040180392,-0.8962951893689202,-0.1471403512309809,-0.03278688524590164,-0.5617897133860491,0.4962159428942458,-0.34546192649935115,0.28010994708928905,0.01616005148865033,0.7228415314224331
62,-0.5645161290322581,0.522334244182247,-1.0,-0.042181884850011064,-0.898133887158286,-0.15906869932528467,-0.03225806451612903,-0.5545923086983761,0.49007617966611805,-0.3399026076639853,0.275545181766633,0.015845152568046344,0.7040614087364216
63,-0.5714285714285714,0.5158723476415805,-1.0,-0.05555622378699088,-0.8999084276812417,-0.17065231076308662,-0.031746031746031744,-0.5476183793876123,0.4841263158955488,-0.3345209409793217,0.27112768921587205,0.015542294161864641,0.6862599138389772
64,-0.578125,0.5096074932863347,-1.0,-0.0685175067136653,-0.9016221011988819,-0.18190679023973644,-0.046875,-0.5564824932863347,0.4627324932863347,-0.3477308105211705,0.254293946782127,0.015250801394559628,0.6693607735019926
65,-0.5846153846153846,0.503530628808942,-1.0,-0.0810847558064427,-0.903278001684409,-0.19284680141852456,-0.046153846153846156,-0.549684474962788,0.4573767826550958,-0.3424218278664809,0.2503407441652738,0.014970042426241599,0.6532956522812369
66,-0.5909090909090909,0.49763324992038943,-1.0,-0.09327584098870151,-0.9048790051178498,-0.20348618111827158,-0.045454545454545456,-0.5430877953749349,0.45217870446584396,-0.33727395873178134,0.2465092268857089,0.01469943869457903,0.6380028831621113
67,-0.5970149253731343,0.49190735946559877,-1.0,-0.1051075659075355,-0.906427797764095,-0.2138378689093376,-0.04477611940298507,-0.5366834788685838,0.4471312400626137,-0.33227997395529685,0.2427938553824353,0.014438449643890388,0.6234268591682678
68,-0.5882352941176471,0.48634543014595233,-1.0,-0.10188986397169475,-0.8944832901744282,-0.21054548288092897,-0.04411764705882353,-0.5304630772047758,0.4422277830871288,-0.32743298218530764,0.23918938987395344,0.014438449643890388,0.6234268591682678
69,-0.5942028985507246,0.4809403704830333,-1.0,-0.11326252806769133,-0.8961509664853412,-0.22051332307898477,-0.057971014492753624,-0.538911384975787,0.4229693559902797,-0.33975626377091894,0.2239960397499195,0.01418656697795559,0.6095171851711326
70,-0.6,0.4756854936994687,-1.0,-0.12431450630053126,-0.897766673564911,-0.23022391796112063,-0.05714285714285714,-0.5328283508423258,0.41854263655661156,-0.33496368357113415,0.22076389534132818,0.013943325262710308,0.5962281425273781
71,-0.6056338028169014,0.4705744892292838,-1.0,-0.13505931358761758,-0.8993328012211222,-0.23968765853156504,-0.056338028169014086,-0.5269125173982979,0.41423646106026973,-0.3303056363488587,0.2176241385684886,0.01370828560460754,0.5835181537566523
72,-0.5972222222222222,0.46560139660212596,-1.0,-0.13162082562009625,-0.8881767870237429,-0.2361941465901004,-0.05555555555555555,-0.5211569521576815,0.4100458410465704,-0.3257765356037352,0.2145728402667575,0.01370828560460754,0.5835181537566523
73,-0.6027397260273972,0.46076058147373905,-1.0,-0.14197914455365818,-0.8898424785839367,-0.24533272381514715,-0.0547945205479452,-0.5155551020216842,0.40596606092579385,-0.32137102031544473,0.21160629024244337,0.013481041260990097,0.5713493052029495
74,-0.6081081081081081,0.4560467135996707,-1.0,-0.15206139450843742,-0.8914591921745119,-0.25424893965592255,-0.06756756756756757,-0.5236142811672383,0.3884791460321031,-0.33291604188648427,0.19777469457806768,0.01326121268414734,0.5596869498855278
75,-0.6133333333333333,0.45145474657084994,-1.0,-0.16187858676248335,-0.8930290655295056,-0.26295128484567004,-0.06666666666666667,-0.5181214132375166,0.3847880799041833,-0.3285518884658811,0.1951117356618246,0.013048438065360326,0.5484994112354902
76,-0.5921052631578947,0.446979899148768,-1.0,-0.14512536400912668,-0.8739010579884052,-0.23985397031432695,-0.05263157894736842,-0.49961147809613643,0.3943483202013996,-0.31407453825599263,0.20893485608853796,0.024440390403689324,0.5805192535945638
77,-0.5974025974025974,0.4426176380548478,-1.0,-0.1547849593477496,-0.8756780312819915,-0.24847366844678856,-0.05194805194805195,-0.49456569000289974,0.3906695861067958,-0.3100610967580374,0.2062091194577031,0.02405515743516344,0.5691264682441679
78,-0.5769230769230769,0.4383636620835053,-1.0,-0.13855941483957157,-0.8572205448379883,-0.22648106114222455,-0.038461538461538464,-0.47682520054504374,0.39990212362196687,-0.29614842224579585,0.2193994029210164,0.03523389485535919,0.6002442004562913
79,-0.5822784810126582,0.43421388742162054,-1.0,-0.14806459359103769,-0.8591821921777123,-0.23501436997063546,-0.0379746835443038,-0.4721885709659243,0.39623920387731676,-0.2924568638016906,0.2166231316101702,0.034688141598058345,0.5886731601873699
80,-0.5875,0.43016443406886173,-1.0,-0.1573355659311383,-0.8610905632376669,-0.24335828535258774,-0.0375,-0.4676644340688617,0.39266443406886176,-0.2888569347560406,0.2139166172593832,0.03415904726188388,0.5775445090524437
81,-0.5679012345679012,0.4262116132637332,-0.9941128478316343,-0.141689621304168,-0.8434777401479672,-0.22246810149999308,-0.024691358024691357,-0.45090297128842455,0.40152025523904183,-0.2756752484006647,0.22641635750546868,0.044967525466422915,0.6072256010043371
82,-0.573170731707317,0.42235191582949855,-0.9955226475368155,-0.15081881587781848,-0.845547799657031,-0.23073044037673524,-0.024390243902439025,-0.4467421597319376,0.3979616719270595,-0.27236193563879985,0.22366873229422218,0.04429312415335975,0.5959400771094248
83,-0.5783132530120482,0.4185820013624035,-0.9968952543744516,-0.1597312516496447,-0.8475636990673571,-0.23881705266883568,-0.024096385542168676,-0.4426783869045722,0.3944856158202348,-0.26912789998284303,0.22098736536790087,0.043638669472642465,0.5850693671743007
84,-0.5833333333333334,0.41489868819201076,-0.9982320215253442,-0.16843464514132261,-0.8495275403062503,-0.2467337598403295,-0.03571428571428571,-0.45061297390629645,0.37918440247772506,-0.2801067728017057,0.2088581568428448,0.04300328677416101,0.5745905295691353
85,-0.5882352941176471,0.4112989440500689,-0.9995342381677159,-0.17693635006757819,-0.8514413202510163,-0.254486125181703,-0.047058823529411764,-0.45835776757948066,0.36424012052065713,-0.29073793064145476,0.1969847163733314,0.04238616021884014,0.5644823460036831
86,-0.5813953488372093,0.40777987739024313,-0.9891752262274525,-0.1736154714469662,-0.8426620495873828,-0.2514023683791937,-0.046511627906976744,-0.45429150529721984,0.3612682494832664,-0.2874295680328858,0.19470198625741997,0.04238616021884014,0.5644823460036831
87,-0.5862068965517241,0.40433872930634923,-0.9905456258580734,-0.18186816724537486,-0.8446169927202423,-0.25893680905473637,-0.04597701149425287,-0.4503157408006021,0.35836171781209636,-0.2841962483422509,0.19247178476432275,0.04178650590777654,0.5547251711808315
88,-0.5909090909090909,0.40097286600148324,-0.9918819569105741,-0.1899362249076077,-0.8465238477696073,-0.26632023602724075,-0.045454545454545456,-0.4464274114560287,0.35551832054693777,-0.2810354442758993,0.19029234146529975,0.041203598082753944,0.5453007076008775
89,-0.5955056179775281,0.3976797717647216,-0.9931853897422497,-0.19782584621280652,-0.8483843682857042,-0.27355739943097157,-0.0449438202247191,-0.4426235919894407,0.3527359515400025,-0.2779447272252501,0.18816191426823645,0.040636740216314755,0.5361919132982502
90,-0.6,0.39445704241592017,-0.9944570424159201,-0.2055429575840798,-0.8502002239227298,-0.28065273761749265,-0.044444444444444446,-0.4389014868603646,0.3500125979714757,-0.2749217533402972,0.18607886731624607,0.04008527967433709,0.5273829180315186
91,-0.5934065934065934,0.39130237918260546,-0.9847089725891989,-0.20210421422398794,-0.8419384119602351,-0.2774263666226313,-0.04395604395604396,-0.43525842313864943,0.3473463352265615,-0.2719643350158419,0.1840416397694703,0.04008527967433709,0.5273829180315186
92,-0.5978260869565217,0.38821358297608627,-0.9860396699326079,-0.20961250398043546,-0.8437902932257755,-0.28433673051388364,-0.043478260869565216,-0.4316918438456515,0.344735322106521,-0.2690703272819519,0.18204871467922043,0.039548596776842956,0.5188589756194452
93,-0.6021505376344086,0.38518854903673844,-0.9873390866711471,-0.21696198859767019,-0.8455991833120265,-0.2911160477707463,-0.043010752688172046,-0.4281993017249105,0.3421777963485664,-0.266237713476663,0.1800986656578638,0.03902610542446042,0.5106062232620076
94,-0.5851063829787234,0.3822252619209771,-0.9673316448997005,-0.2028811210577463,-0.8306449466246237,-0.2725030434258441,-0.031914893617021274,-0.4141401555379984,0.35031036830395584,-0.2551435040349656,0.19132567434868913,0.04839218640009807,0.535213203784249
95,-0.5684210526315789,0.3793217908047388,-0.9477428434363178,-0.18909926182684011,-0.8159557435073352,-0.254525070127688,-0.021052631578947368,-0.4003744223836862,0.35826915922579144,-0.24425565129832216,0.20222001483565885,0.057737932255564756,0.5596684834533329
96,-0.5729166666666666,0.3764762850803997,-0.9493929517470663,-0.19644038158626692,-0.8180235906814535,-0.26134978902215755,-0.03125,-0.4077262850803997,0.3452262850803997,-0.25414763018488884,0.19182963948696852,0.05698736267815239,0.5508702133257841
97,-0.5773195876288659,0.373686970225956,-0.9510065578548219,-0.20363261740290994,-0.8200453628891522,-0.2680512917103227,-0.030927835051546393,-0.4046148052775024,0.3427591351744096,-0.25158596653299226,0.1898724406035905,0.056256073922218236,0.5423434774058128
98,-0.5816326530612245,0.3709521439270222,-0.9525847969882466,-0.21068050913420228,-0.822022589037613,-0.2746329354692477,-0.030612244897959183,-0.40156438882498136,0.34033989902906303,-0.2490757720506921,0.187954949329094,0.05554333616606698,0.5340757403175437
99,-0.5858585858585859,0.3682701724337729,-0.9541287582923588,-0.21758841342481294,-0.8239567362599902,-0.28109800665065493,-0.030303030303030304,-0.3985732027368032,0.33796714213074264,-0.24661551099835022,0.18607598272236914,0.05484845120567346,0.5260553025263282
100,-0.57,0.3656394871363849,-0.9356394871363849,-0.20436051286361506,-0.8100755563378332,-0.2640175415575504,-0.02,-0.3856394871363849,0.34563948713638487,-0.2363599753379822,0.19645862251520158,0.06371281119762066,0.5488494747762505
101,-0.5742574257425742,0.3630585813438384,-0.9373160070864126,-0.21119884439873582,-0.812099353069126,-0.2704456528224568,-0.019801980198019802,-0.3828605615418582,0.3432566011458186,-0.23406945995175016,0.19453986269412654,0.06292669754421838,0.5407128321866729
102,-0.5588235294117647,0.36052600725212286,-0.9193495366638875,-0.19829752215964186,-0.7985736368333592,-0.2539671650704216,-0.00980392156862745,-0.37032992882075033,0.3507220856834954,-0.2241096030555519,0.20456394114915058,0.07166678064124918,0.5630383266842293
103,-0.5631067961165048,0.3580403730889784,-0.9211471692054832,-0.20506642302752642,-0.8006790131330491,-0.26035548558512933,-0.009708737864077669,-0.36774911095305607,0.34833163522490074,-0.22197805359525588,0.20261087579634582,0.07079453231215842,0.554797274791753
104,-0.5673076923076923,0.35560034042329075,-0.9229080327309831,-0.21170735188440154,-0.8027407098561525,-0.26663649325760513,-0.019230769230769232,-0.37483110965405997,0.33636957119252153,-0.23137496411800385,0.19305809042774713,0.06994329159417553,0.5467925042543258
105,-0.5714285714285714,0.3532046216281671,-0.9246331930567385,-0.21822394980040427,-0.8047600771699631,-0.27281284332275396,-0.01904761904761905,-0.37225224067578616,0.3341570025805481,-0.22922216114543734,0.19124840526353742,0.06911229939642632,0.5390139164409713
106,-0.5754716981132075,0.3508519774875436,-0.9263236756007511,-0.22461972062566393,-0.8067384079661011,-0.2788872176183844,-0.02830188679245283,-0.3791538642799964,0.3225500906950908,-0.2383184493431505,0.18195810407962443,0.06830084944568726,0.5314520513342614
107,-0.5794392523364486,0.34854121493693807,-0.9279804672733867,-0.23089803739951048,-0.8086769405369445,-0.28486206723707863,-0.028037383177570093,-0.37657859811450817,0.320503831759368,-0.23614812454330586,0.18028289887392634,0.06750825412117724,0.5240979680296409
108,-0.5833333333333334,0.3462711849296541,-0.9296045182629875,-0.23706214840367928,-0.8105768735210102,-0.29073989391326904,-0.027777777777777776,-0.3740489627074319,0.3184934071518763,-0.23401721442739162,0.17863838126262027,0.06673386505817801,0.516943243734188
109,-0.5871559633027523,0.34404078042038155,-0.9311967437231339,-0.24311518288237077,-0.8124393492663673,-0.29652301529678726,-0.03669724770642202,-0.3807380281268036,0.30734353271395953,-0.242776716384319,0.1696932810709017,0.06597705880944434,0.5099798344595866
110,-0.5909090909090909,0.3418489344587251,-0.932758025367816,-0.24906015645036583,-0.8142654685811563,-0.3022137060761452,-0.03636363636363636,-0.3782125708223615,0.30548529809508873,-0.24063105122609568,0.16817220449447634,0.06523724757858164,0.5032001913596027
111,-0.5765765765765766,0.33969461838572923,-0.9162711949623058,-0.23688195819084734,-0.8018611852113191,-0.2867538107408059,-0.02702702702702703,-0.36672164541275626,0.3126675913587022,-0.23147521953325018,0.17768490072843188,0.07318859940141965,0.5229607988095465
112,-0.5803571428571429,0.33757684012696354,-0.9179339829841064,-0.24278030273017936,-0.8037565269374422,-0.2924199104309082,-0.03571428571428571,-0.37329112584124924,0.30186255441267784,-0.2400062488658088,0.16899726699505532,0.07237807043803211,0.5160874300609314
113,-0.584070796460177,0.33549464257618944,-0.9195654390363664,-0.24857615388398757,-0.805615862254548,-0.29799782755100623,-0.035398230088495575,-0.370892872664685,0.30009641248769386,-0.2379444147896978,0.1675256079277106,0.07158531723896011,0.5093910549297699
114,-0.5877192982456141,0.3334471020640458,-0.9211664003096599,-0.25427219618156827,-0.8074402001343279,-0.3034895946059311,-0.03508771929824561,-0.36853482136229143,0.2983593827658002,-0.2359179192990588,0.16607945477753355,0.07080976053436218,0.502864916534383
115,-0.591304347826087,0.3314333269065813,-0.9227376747326683,-0.2598710209195057,-0.8092305327239246,-0.3088972035957419,-0.043478260869565216,-0.3749115877761465,0.28795506603701604,-0.24415166611256806,0.1576952208643374,0.07005085084099096,0.49650263117263743
116,-0.5948275862068966,0.32945245602881496,-0.9242800422357116,-0.2653751301780816,-0.8109877998458929,-0.31422253518268983,-0.04310344827586207,-0.372555904304677,0.2863490077529529,-0.24211255435285894,0.15635622883665146,0.06930805483512006,0.4902981427768595
117,-0.5982905982905983,0.3275036576588388,-0.9257942559494371,-0.27078694063175945,-0.8127129091921016,-0.3194674298039869,-0.05128205128205128,-0.3787857089408901,0.27622160637678755,-0.250112751355538,0.14817755497418916,0.06858086354229592,0.4842456796323813
118,-0.6016949152542372,0.3255861280882772,-0.9272810433425145,-0.27610878716596005,-0.8144067436204117,-0.324633711980561,-0.059322033898305086,-0.3849081619865823,0.2662640941899721,-0.25793335182686983,0.14011911694276127,0.06786878815951024,0.478339740057606
119,-0.6050420168067226,0.3236990904952021,-0.9287411073019247,-0.2813429263115205,-0.8160701445421253,-0.3297230953178486,-0.058823529411764705,-0.38252261990696684,0.2648755610834374,-0.2558421667884378,0.13895743559388557,0.06717136785903585,0.47257510576548156
120,-0.6083333333333333,0.3218417938258614,-0.9301751271591947,-0.28649153950747186,-0.8177039253214993,-0.3347372540583211,-0.06666666666666667,-0.3885084604925281,0.25517512715919477,-0.2634500145912171,0.13109049797058114,0.06648814809672611,0.46694677544586966
121,-0.6115702479338843,0.32001351173181874,-0.9315837596657031,-0.2915567362020655,-0.8193088724347185,-0.3396778234765549,-0.06611570247933884,-0.3861292142111576,0.2538978092524799,-0.26135327389910207,0.13002072163849823,0.06581870044353225,0.46145003315631267
122,-0.6147540983606558,0.31821354155932696,-0.9329676399199827,-0.2965405568013288,-0.8208857465718613,-0.3445464243165781,-0.06557377049180328,-0.38378731205113026,0.25263977106752367,-0.25928987269518805,0.128968313824935,0.06516261563188691,0.45608027824124575
123,-0.6178861788617886,0.316441203387963,-0.9343273822497516,-0.30144497547382565,-0.8224352779911785,-0.34934456694901483,-0.07317073170731707,-0.3896119350952801,0.24327047168064592,-0.2666584071589679,0.12135413507135903,0.06451949420112449,0.4508332532675963
124,-0.6048387096774194,0.31469583911574484,-0.9195345487931642,-0.29014287056167454,-0.8113261325465095,-0.33504045298022617,-0.06451612903225806,-0.3792119681480029,0.2501797100834868,-0.2583524906827557,0.13037131486400477,0.0715299684846992,0.46768988150984664
125,-0.608,0.3129768115881272,-0.9209768115881272,-0.2950231884118728,-0.8129328796863555,-0.33982938921451566,-0.064,-0.3769768115881272,0.24897681158812718,-0.25636352980136884,0.12934318685531615,0.07083171047468075,0.4623623507351348
126,-0.6111111111111112,0.31128350376844055,-0.9223946148795517,-0.2998276073426706,-0.8145124307937092,-0.3445506062772539,-0.06349206349206349,-0.37477556726050404,0.24779144027637706,-0.2544051522300357,0.12833119171952445,0.07014696611582967,0.45715401101172637
127,-0.6062992125984252,0.3096153179474892,-0.9159145305459144,-0.29668389465093603,-0.8088988849497216,-0.3416984062495194,-0.06299212598425197,-0.37260744393174117,0.24662319196323723,-0.2524766720186069,0.12733496526094873,0.07014696611582967,0.45715401101172637
128,-0.59375,0.3079716749901673,-0.9017216749901673,-0.2857783250098327,-0.7982057621702552,-0.32800800586119294,-0.0546875,-0.3626591749901673,0.2532841749901673,-0.2445097026648,0.13597578764893115,0.07701638212560062,0.4735454163228282
129,-0.5968992248062015,0.3063520136170861,-0.9032512384232876,-0.2905472111891154,-0.7998718175777169,-0.3326994712038557,-0.05426356589147287,-0.36061557950855894,0.25208844772561323,-0.24268308697744856,0.1349390236906303,0.07627980421793012,0.4682629174073271
130,-0.6,0.3047557897193264,-0.9047557897193264,-0.2952442102806736,-0.8015105247497559,-0.33732664585113514,-0.05384615384615385,-0.35860194356548025,0.2509096358731725,-0.24088371797249875,0.1339180032794292,0.07555719934691174,0.463096238051876
131,-0.5954198473282443,0.30318247570454804,-0.8986023230327923,-0.29223737162369623,-0.7961507836598475,-0.33462419616812056,-0.05343511450381679,-0.3566175902083648,0.24974736120073124,-0.23911100079995073,0.13291236075736187,0.07555719934691174,0.463096238051876
132,-0.5833333333333334,0.3016315598727936,-0.8849648932061269,-0.28170177346053976,-0.7858428147931894,-0.32149737824996316,-0.045454545454545456,-0.3470861053273391,0.25617701441824814,-0.23145753958008505,0.14120621234178543,0.08229191120762687,0.4790480178429493
133,-0.5864661654135338,0.3001025458204245,-0.8865687112339583,-0.2863636195931093,-0.7875585950406869,-0.3260938669729949,-0.045112781954887216,-0.3452153277753117,0.2549897638655373,-0.22977810504293084,0.14016408927010415,0.08152051070427281,0.47381285646634447
134,-0.5746268656716418,0.29859495187071977,-0.8732218175423616,-0.276031913800922,-0.777442625098264,-0.3133161525005725,-0.03731343283582089,-0.33590838470654066,0.2612815190348989,-0.22228748518139563,0.14823395091651093,0.08818753109866458,0.48952453463311046
135,-0.5777777777777777,0.2971083105297569,-0.8748860883075347,-0.28066946724802083,-0.7791998793681463,-0.3178986612293455,-0.037037037037037035,-0.3341453475667939,0.26007127349271986,-0.22069686982366776,0.14715841522923223,0.08736941632450596,0.4842257649180333
136,-0.5808823529411765,0.29564216796627246,-0.876524520907449,-0.28524018497490405,-0.7809295179870201,-0.32242112146580926,-0.04411764705882353,-0.339759815025096,0.2515245209074489,-0.22772631268290908,0.1401930078864098,0.08656636492992988,0.4790397405828479
137,-0.583941605839416,0.2941960835142795,-0.8781376893536955,-0.2897455223251365,-0.7826321952751953,-0.32688465583933524,-0.043795620437956206,-0.3379917039522357,0.2504004630763233,-0.22612310151984225,0.13918976420468654,0.08577796155524682,0.47396297328201137
138,-0.572463768115942,0.29276962919728605,-0.865233397313228,-0.27969413891865597,-0.7728321773634439,-0.3145263025510138,-0.036231884057971016,-0.32900151325525706,0.25653774513931504,-0.21886989528286283,0.14701206550218054,0.09226076503626171,0.4891037681899965
139,-0.5755395683453237,0.2913623892730294,-0.8669019576183531,-0.28417717907229434,-0.7745729525097839,-0.3189764139677982,-0.03597122302158273,-0.3273336122946121,0.25539116625144664,-0.21734966391282112,0.14597717806589688,0.09142894188339415,0.4839683197474049
140,-0.5785714285714286,0.2899739597976993,-0.8685453883691279,-0.2885974687737293,-0.7762871764600279,-0.32336973792740287,-0.03571428571428571,-0.325688245511985,0.2542596740834136,-0.21585051875029296,0.144956821841853,0.09061201036216147,0.4789389391237295
141,-0.5815602836879432,0.2886039482086841,-0.8701642318966274,-0.2929563354792591,-0.7779754515446669,-0.3277073598711202,-0.0425531914893617,-0.33115713969804583,0.24605075671932242,-0.2226620287971294,0.13825138230273065,0.08980956634364333,0.4740124331703825
142,-0.5845070422535211,0.2872519729249264,-0.8717590151784476,-0.29725506932859475,-0.779638369318465,-0.33199028565850064,-0.04225352112676056,-0.32950549405168694,0.24499845179816582,-0.22115011953971753,0.13729777596366244,0.08902122904816002,0.4691856312275526
143,-0.5874125874125874,0.2859176629640268,-0.8733302503766143,-0.3014949244485606,-0.7812764986411674,-0.33621958314955647,-0.04195804195804196,-0.3278757049220688,0.24395962100598487,-0.21965870375816637,0.1363572699206692,0.08824663041247192,0.4644556176715373
144,-0.5902777777777778,0.28460065757528336,-0.8748784353530612,-0.30567712020249443,-0.7828903803601859,-0.3403961698835095,-0.04861111111111111,-0.33321176868639446,0.23598954646417225,-0.22627959286587107,0.129833566956222,0.08748541138315809,0.45981948955953944
145,-0.593103448275862,0.2833006058878953,-0.8764040541637573,-0.30980284238796674,-0.7844805646559286,-0.34452104948717976,-0.05517241379310345,-0.33847301968099874,0.22812819209479185,-0.23278011433009443,0.12338581229078358,0.08673723416400811,0.4552745097768546
146,-0.5958904109589042,0.282017166573607,-0.8779075775325111,-0.3138732443852972,-0.7860475565268569,-0.34859517012556934,-0.06164383561643835,-0.34366100219004536,0.22037333095716863,-0.2391638600662963,0.11701255312112913,0.0860017594508066,0.45081799819245477
147,-0.5986394557823129,0.28075000752310314,-0.879389463305416,-0.3178894482592098,-0.7875918771336681,-0.35261942436094995,-0.061224489795918366,-0.3419744973190215,0.21952551772718476,-0.23760180935567743,0.11623088802610124,0.08527866821067207,0.44644745694822935
148,-0.5878378378378378,0.2794988055355061,-0.8673366433733439,-0.30833903230233173,-0.7784393176033688,-0.3409025388190875,-0.05405405405405406,-0.33355285958956016,0.22544475148145204,-0.2307880520820618,0.1237151320721652,0.09127430154480226,0.4601774931678176
149,-0.5906040268456376,0.2782632460203599,-0.8688672728659975,-0.3123407808252777,-0.7800176139645929,-0.3449190238978239,-0.06040268456375839,-0.3386659305841183,0.21786056145660151,-0.23704774387730848,0.11746779464235241,0.09051401078447495,0.45575408886285457
150,-0.58,0.2770430227115183,-0.8570430227115182,-0.30295697728848164,-0.7710138323903084,-0.3334777337312698,-0.05333333333333334,-0.33037635604485166,0.22370968937818497,-0.23032584031422937,0.1248183747132619,0.09645816229549156,0.4693039139772277
151,-0.5827814569536424,0.27583783739238615,-0.8586192943460285,-0.3069436195612562,-0.7726239381444376,-0.3374851411146833,-0.059602649006622516,-0.3354404863990087,0.21623518838576364,-0.23649323598438543,0.1186469911739526,0.09566208085975723,0.46483085955471937
152,-0.5855263157894737,0.27464739963199064,-0.8601737154214644,-0.31087891615748303,-0.7742114871936407,-0.34144511485570356,-0.05921052631578947,-0.33385792594778013,0.21543687331620118,-0.23500073710946656,0.11788200714478367,0.0948790478929447,0.4604418280848156
