scenario,rule,event,replicate,first_crossing_runs_per_arm,noncompliant_a,noncompliant_b,u_compliance,variance_estimate,statistic,boundary,statistic_kind
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),8829,3000,31,26,-0.0016666666666665941,6.274795302137727e-06,3.3267408617700864,2.316614868579364,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),8838,4000,51,32,-0.004750000000000032,5.132142410602678e-06,2.3174477645906717,2.27966933762555,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),8840,4000,42,21,-0.005249999999999977,3.904022880720153e-06,2.4040164354509037,2.27966933762555,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),8881,2000,18,13,-0.0025000000000000577,7.69222111055523e-06,2.704178675255159,2.362561269455541,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),8903,5000,56,28,-0.005599999999999938,3.329305861172248e-06,2.4114364923312737,2.2497804226445255,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),8904,2000,18,11,-0.0035000000000000586,7.1979739869934195e-06,2.4227478689612534,2.362561269455541,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),8906,1000,5,4,-0.0010000000000000009,8.967967967967913e-06,3.0053529651133797,2.412201675481822,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),8925,10000,128,58,-0.007000000000000006,1.840436043604379e-06,2.2113673326870606,2.157872091494009,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),8964,10000,124,56,-0.006799999999999917,1.781666166616652e-06,2.3973796352343557,2.157872091494009,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),8977,1000,6,5,-0.0010000000000000009,1.09499499499498e-05,2.719796699274171,2.412201675481822,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),8991,1000,5,4,-0.0010000000000000009,8.967967967967913e-06,3.0053529651133797,2.412201675481822,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),8997,4000,45,24,-0.005249999999999977,4.272927606901717e-06,2.2978985026904377,2.27966933762555,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),9011,5000,54,26,-0.005600000000000049,3.1718983796759452e-06,2.47054656523045,2.2497804226445255,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),9013,10000,115,50,-0.00649999999999995,1.6344384438443821e-06,2.737686787057167,2.157872091494009,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),9029,3000,28,16,-0.0040000000000000036,4.851987699603455e-06,2.723901537245089,2.316614868579364,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),9051,2000,21,16,-0.0024999999999999467,9.167458729364667e-06,2.477061456319798,2.362561269455541,z vs boundary
compliance_boundary,allpairs_gs_pocock,false rejection of the component compliance gate (first crossing),9059,6000,68,30,-0.006333333333333302,2.6970976644255214e-06,2.232662582124517,2.225125228345559,z vs boundary
