scenario,replicates,true_net_benefit,true_success_difference,true_safety_difference,boundary_gate,admissible,method,convention,deployments,deployment_rate,rate_ci_lower,rate_ci_upper,mean_runs_per_arm_used
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,guarded_disjoint_gs_obf_simultaneous,simultaneous (same-look conjunction; paper convention),539,0.0539,0.04964284138359744,0.05849976196272022,9881.3
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,guarded_disjoint_gs_obf_retained,retained (each gate keeps its first crossing),544,0.0544,0.05012336862181131,0.05901885072613565,9878.9
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,win_only_disjoint_betting,single gate (convention-free),10000,1.0,0.9996160016293234,1.0,102.18
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,guarded_disjoint_betting_simultaneous,simultaneous (same-look conjunction; paper convention),31,0.0031,0.002184864524503692,0.004396753056274708,9986.25
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,guarded_disjoint_betting_retained,retained (each gate keeps its first crossing),72,0.0072,0.005721693857721179,0.009056774936417673,9961.755
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_nb_allpairs_fixed_wald,"single gate, ever rejected by n = 10000",10000,1.0,0.9996160016293234,1.0,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_success_allpairs_fixed_wald,"single gate, ever rejected by n = 10000",9993,0.9993,0.9985556655587302,0.9996608736683119,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_compliance_allpairs_fixed_wald,"single gate, ever rejected by n = 10000",551,0.0551,0.05079628235660827,0.05974539939361975,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_nb_allpairs_gs_obf,"single gate, ever rejected by n = 10000",10000,1.0,0.9996160016293234,1.0,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_success_allpairs_gs_obf,"single gate, ever rejected by n = 10000",9994,0.9994,0.9986914759036991,0.999724986523669,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_compliance_allpairs_gs_obf,"single gate, ever rejected by n = 10000",546,0.0546,0.05031560891015105,0.059226456838447655,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_nb_allpairs_gs_pocock,"single gate, ever rejected by n = 10000",10000,1.0,0.9996160016293234,1.0,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_success_allpairs_gs_pocock,"single gate, ever rejected by n = 10000",9985,0.9985,0.9975264154500286,0.9990907381744069,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_compliance_allpairs_gs_pocock,"single gate, ever rejected by n = 10000",643,0.0643,0.05965779150234358,0.069276824677864,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_nb_allpairs_gs_hsd,"single gate, ever rejected by n = 10000",10000,1.0,0.9996160016293234,1.0,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_success_allpairs_gs_hsd,"single gate, ever rejected by n = 10000",9994,0.9994,0.9986914759036991,0.999724986523669,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_compliance_allpairs_gs_hsd,"single gate, ever rejected by n = 10000",567,0.0567,0.05233512205233271,0.061405330903109144,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_nb_allpairs_asympcs_projection_gaussian,"single gate, ever rejected by n = 10000",10000,1.0,0.9996160016293234,1.0,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_success_allpairs_asympcs_projection_gaussian,"single gate, ever rejected by n = 10000",9813,0.9813,0.978454233071307,0.9837761300970796,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_compliance_allpairs_asympcs_projection_gaussian,"single gate, ever rejected by n = 10000",725,0.0725,0.06758002331835347,0.07774829528857499,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_nb_disjoint_gs_obf,"single gate, ever rejected by n = 10000",10000,1.0,0.9996160016293234,1.0,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_success_disjoint_gs_obf,"single gate, ever rejected by n = 10000",9994,0.9994,0.9986914759036991,0.999724986523669,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_compliance_disjoint_gs_obf,"single gate, ever rejected by n = 10000",545,0.0545,0.05021948667736563,0.059122655870907204,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_nb_disjoint_betting,"single gate, ever rejected by n = 10000",10000,1.0,0.9996160016293234,1.0,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_success_disjoint_betting,"single gate, ever rejected by n = 10000",9692,0.9692,0.9656293507761075,0.9724103051528495,
compliance_boundary,10000,0.45791286367940687,0.0,-0.010000000000000009,compliance,False,gate_compliance_disjoint_betting,"single gate, ever rejected by n = 10000",76,0.0076,0.006076784264021832,0.009501377331420478,
