n,net_benefit,success_difference,radius,nb_lo,nb_hi,success_lo,success_hi
213,-0.48826291079812206,0.0,0.2218264765256742,-0.7100893873237962,-0.2664364342724479,-0.2218264765256742,0.2218264765256742
214,-0.49065420560747663,0.0,0.22119176657752554,-0.7118459721850021,-0.2694624390299511,-0.22119176657752554,0.22119176657752554
215,-0.4930232558139535,0.0,0.22056239169750036,-0.7135856475114539,-0.27246086411645315,-0.22056239169750036,0.22056239169750036
216,-0.4861111111111111,0.004629629629629629,0.21993828036733265,-0.7060493914784438,-0.26617283074377845,-0.21530865073770303,0.22456790999696227
217,-0.48847926267281105,0.004608294930875576,0.21931936236733046,-0.7077986250401416,-0.2691599003054806,-0.21471106743645488,0.22392765729820605
218,-0.4908256880733945,0.0045871559633027525,0.21870556874680436,-0.7095312568201988,-0.27212011932659014,-0.2141184127835016,0.2232927247101071
219,-0.4931506849315068,0.0045662100456621,0.218096831795303,-0.7112475167268099,-0.2750538531362038,-0.2135306217496409,0.2226630418409651
220,-0.4954545454545455,0.004545454545454545,0.2174930850146304,-0.7129476304691759,-0.2779614604399151,-0.21294763046917586,0.22203853956008496
221,-0.497737556561086,0.004524886877828055,0.21689426309162002,-0.714631819652706,-0.28084329346946596,-0.21236937621379195,0.2214191499694481
222,-0.49099099099099097,0.009009009009009009,0.21630030187164212,-0.7072912928626331,-0.27469068911934885,-0.20729129286263312,0.22530931088065112
223,-0.49327354260089684,0.008968609865470852,0.21571113833282096,-0.7089846809337178,-0.2775624042680759,-0.2067425284673501,0.2246797481982918
224,-0.48660714285714285,0.013392857142857142,0.21512671056094024,-0.701733853418083,-0.2714804322962026,-0.2017338534180831,0.2285195677037974
225,-0.4888888888888889,0.013333333333333334,0.21454695772501492,-0.7034358466139038,-0.27434193116387395,-0.20121362439168158,0.22788029105834826
226,-0.4911504424778761,0.01327433628318584,0.21397182005350926,-0.7051222625313853,-0.27717862242436686,-0.20069748377032343,0.2272461563366951
227,-0.4845814977973568,0.01762114537444934,0.21340123881118067,-0.6979827366085375,-0.27118025898617615,-0.19578009343673133,0.23102238418563
228,-0.4868421052631579,0.017543859649122806,0.21283515627653102,-0.6996772615396889,-0.2740069489866269,-0.1952912966274082,0.23037901592565382
229,-0.4890829694323144,0.017467248908296942,0.21227351571984576,-0.7013564851521601,-0.2768094537124686,-0.19480626681154883,0.2297407646281427
230,-0.4826086956521739,0.021739130434782608,0.21171626138180416,-0.694324957033978,-0.27089243427036974,-0.18997713094702157,0.23345539181658675
231,-0.4805194805194805,0.021645021645021644,0.21116333845264249,-0.691682818972123,-0.269356142066838,-0.18951831680762085,0.23280836009766412
232,-0.4827586206896552,0.021551724137931036,0.21061469305185396,-0.6933733137415091,-0.27214392763780126,-0.18906296891392294,0.23216641718978498
233,-0.48497854077253216,0.02145922746781116,0.21007027220840932,-0.6950488129809415,-0.27490826856412287,-0.18861104474059817,0.23152949967622047
234,-0.48717948717948717,0.017094017094017096,0.20953002384148234,-0.6967095110209696,-0.27764946333800483,-0.19243600674746525,0.22662404093549943
235,-0.48936170212765956,0.01702127659574468,0.20899389674166546,-0.6983555988693251,-0.2803678053859941,-0.19197262014592079,0.22601517333741014
236,-0.4830508474576271,0.0211864406779661,0.20846184055266084,-0.691512688010288,-0.27458900690496624,-0.18727539987469474,0.22964828123062694
237,-0.48523206751054854,0.02109704641350211,0.2079338057534329,-0.6931658732639814,-0.27729826175711564,-0.1868367593399308,0.229030852166935
238,-0.48739495798319327,0.02100840336134454,0.20740974364080894,-0.6948047016240022,-0.2799852143423843,-0.1864013402794644,0.2284181470021535
239,-0.48535564853556484,0.02092050209205021,0.2068896063125147,-0.6922452548480795,-0.27846604222305016,-0.1859691042204645,0.22781010840456492
240,-0.4791666666666667,0.025,0.20637334665063178,-0.6855400133172984,-0.2727933200160349,-0.1813733466506318,0.23137334665063178
241,-0.48132780082987553,0.024896265560165973,0.20586091830546538,-0.687188719135341,-0.27546688252441015,-0.1809646527452994,0.23075718386563135
242,-0.4834710743801653,0.024793388429752067,0.2053522756798103,-0.6888233500599756,-0.278118798700355,-0.18055888725005823,0.23014566410956236
243,-0.48559670781893005,0.024691358024691357,0.2048473739136032,-0.6904440817325332,-0.28074933390532686,-0.18015601588891184,0.22953873193829455
244,-0.48770491803278687,0.02459016393442623,0.204346168868951,-0.6920510869017379,-0.28335874916383585,-0.17975600493452476,0.22893633280337722
245,-0.4897959183673469,0.024489795918367346,0.2038486171155237,-0.6936445354828706,-0.2859473012518232,-0.17935882119715638,0.22833841303389105
246,-0.483739837398374,0.028455284552845527,0.2033546759163027,-0.6870945133146767,-0.28038516148207127,-0.1748993913634572,0.23180996046914823
247,-0.48582995951417,0.02834008097165992,0.20286430321367235,-0.6886942627278424,-0.28296565630049764,-0.17452422224201244,0.23120438418533226
248,-0.4798387096774194,0.03225806451612903,0.2023774576158477,-0.6822161672932671,-0.2774612520615717,-0.17011939309971866,0.23463552213197672
249,-0.4819277108433735,0.028112449799196786,0.20189409838362668,-0.6838218092270002,-0.2800336124597468,-0.1737816485844299,0.23000654818282346
250,-0.484,0.028,0.20141418541745948,-0.6854141854174595,-0.2825858145825405,-0.17341418541745948,0.22941418541745948
251,-0.4860557768924303,0.027888446215139442,0.20093767924482506,-0.6869934561372554,-0.2851180976476052,-0.1730492330296856,0.2288261254599645
252,-0.4880952380952381,0.027777777777777776,0.20046454100790653,-0.6885597791031446,-0.2876306970873316,-0.17268676323012877,0.2282423187856843
253,-0.4901185770750988,0.02766798418972332,0.1999947324515581,-0.690113309526657,-0.2901238446235407,-0.17232674826183478,0.22766271664128143
254,-0.4881889763779528,0.027559055118110236,0.1995282159115541,-0.6877171922895069,-0.28866076046639866,-0.17196916079344385,0.22708727102966433
255,-0.49019607843137253,0.027450980392156862,0.1990649543031134,-0.6892610327344859,-0.29113112412825914,-0.17161397391095656,0.22651593469527026
256,-0.4921875,0.02734375,0.19860491110969156,-0.6907924111096916,-0.2935825888903084,-0.17126116110969156,0.22594866110969156
257,-0.48638132295719844,0.0311284046692607,0.19814805037203287,-0.6845293733292312,-0.28823327258516557,-0.16701964570277217,0.22927645504129357
258,-0.4883720930232558,0.031007751937984496,0.1976943366774761,-0.686066429700732,-0.2906777563457797,-0.1666865847394916,0.2287020886154606
259,-0.4826254826254826,0.03474903474903475,0.19724373514950644,-0.679869217774989,-0.28538174747597617,-0.1624947004004717,0.23199276989854117
260,-0.4807692307692308,0.03461538461538462,0.19679621143754736,-0.6775654422067782,-0.2839730193316834,-0.16218082682216273,0.231411596052932
261,-0.4827586206896552,0.034482758620689655,0.19635173170698586,-0.6791103523966411,-0.2864068889826693,-0.16186897308629622,0.2308344903276755
262,-0.4847328244274809,0.03435114503816794,0.19591026262942488,-0.6806430870569058,-0.288822561798056,-0.16155911759125693,0.23026140766759282
263,-0.4866920152091255,0.034220532319391636,0.19547177137315708,-0.6821637865822825,-0.2912202438359684,-0.16125123905376543,0.22969230369254873
264,-0.4810606060606061,0.03787878787878788,0.19503622559385356,-0.6760968316544597,-0.2860243804667525,-0.15715743771506568,0.23291501347264143
265,-0.4830188679245283,0.03773584905660377,0.19460359342546274,-0.677622461349991,-0.28841527449906557,-0.15686774436885897,0.2323394424820665
266,-0.4774436090225564,0.041353383458646614,0.19417384347131283,-0.6716174524938692,-0.28326976555124356,-0.15282046001266622,0.23552722692995945
267,-0.4794007490636704,0.04119850187265917,0.1937469447954137,-0.6731476938590841,-0.2856538042682567,-0.15254844292275455,0.23494544666807288
268,-0.48134328358208955,0.03731343283582089,0.1933228669139519,-0.6746661504960414,-0.28802041666813766,-0.156009434078131,0.2306362997497728
269,-0.483271375464684,0.03345724907063197,0.19290157978697461,-0.6761729552516587,-0.2903697956777094,-0.15944433071634265,0.22635882885760658
270,-0.4777777777777778,0.037037037037037035,0.19248305381025713,-0.670260831588035,-0.28529472396752065,-0.1554460167732201,0.22952009084729416
271,-0.4797047970479705,0.03690036900369004,0.1920672598073497,-0.6717720568553202,-0.2876375372406208,-0.15516689080365967,0.22896762881103974
272,-0.48161764705882354,0.03676470588235294,0.19165416902179824,-0.6732718160806218,-0.28996347803702527,-0.1548894631394453,0.2284188749041512
273,-0.4835164835164835,0.03663003663003663,0.19124375310953554,-0.674760236626019,-0.292272730406948,-0.1546137164794989,0.22787378973957217
274,-0.4781021897810219,0.040145985401459854,0.1908359841314378,-0.6689381739124597,-0.28726620564958416,-0.15068999872997793,0.23098196953289765
275,-0.4727272727272727,0.04363636363636364,0.1904308345460428,-0.6631581072733155,-0.28229643818122996,-0.14679447090967915,0.23406719818240643
276,-0.4673913043478261,0.04710144927536232,0.19002827720242513,-0.6574195815502513,-0.27736302714540095,-0.1429268279270628,0.23712972647778746
277,-0.4693140794223827,0.04693140794223827,0.18962828533322523,-0.6589423647556079,-0.27968579408915745,-0.14269687739098696,0.2365596932754635
278,-0.4712230215827338,0.04316546762589928,0.18923083254782766,-0.6604538541305615,-0.2819921890349062,-0.14606536492192837,0.23239630017372695
279,-0.4731182795698925,0.043010752688172046,0.18883589282568508,-0.6619541723955775,-0.2842823867442074,-0.14582514013751302,0.23184664551385714
280,-0.475,0.039285714285714285,0.18844344050978487,-0.6634434405097849,-0.2865565594902151,-0.14915772622407059,0.22772915479549916
281,-0.47686832740213525,0.03914590747330961,0.1880534503002539,-0.6649217777023891,-0.28881487710188136,-0.1489075428269443,0.22719935777356348
282,-0.475177304964539,0.03900709219858156,0.18766589724809882,-0.6628432022126378,-0.28751140771644024,-0.14865880504951726,0.22667298944668038
283,-0.47703180212014135,0.038869257950530034,0.18728075674907807,-0.6643125588692194,-0.2897510453710633,-0.14841149879854804,0.2261500146996081
284,-0.47183098591549294,0.04225352112676056,0.18689800453770267,-0.6587289904531957,-0.2849329813777903,-0.1446444834109421,0.22915152566446323
285,-0.47368421052631576,0.042105263157894736,0.1865176166813623,-0.6602018272076781,-0.28716659384495347,-0.14441235352346757,0.22862287983925703
286,-0.4755244755244755,0.04195804195804196,0.186139569574574,-0.6616640450990495,-0.2893849059499015,-0.14418152761653205,0.22809761153261596
287,-0.47038327526132406,0.04529616724738676,0.18576383993335038,-0.6561471151946745,-0.2846194353279737,-0.1404676726859636,0.23106000718073716
288,-0.4722222222222222,0.04513888888888889,0.18539040478968402,-0.6576126270119063,-0.28683181743253816,-0.14025151590079513,0.23052929367857292
289,-0.4740484429065744,0.04498269896193772,0.18501924148614615,-0.6590676843927206,-0.2890292014204282,-0.14003654252420844,0.23000194044808386
290,-0.47586206896551725,0.04482758620689655,0.184650327670596,-0.6605123966361133,-0.2912117412949212,-0.13982274146369944,0.22947791387749256
291,-0.47079037800687284,0.048109965635738834,0.18428364129099845,-0.6550740192978712,-0.2865067367158744,-0.13617367565525962,0.23239360692673727
292,-0.4726027397260274,0.04794520547945205,0.1839191605903478,-0.6565219003163751,-0.2886835791356796,-0.13597395511089574,0.23186436606979985
293,-0.46757679180887374,0.051194539249146756,0.18355686410169447,-0.6511336559105683,-0.28401992770717926,-0.13236232485254773,0.23475140335084121
294,-0.46938775510204084,0.05102040816326531,0.1831967306432727,-0.6525844857453136,-0.28619102445876815,-0.13217632248000738,0.234217138806538
295,-0.4711864406779661,0.05084745762711865,0.1828387393137264,-0.6540251799916925,-0.2883477013642397,-0.13199128168660776,0.23368619694084505
