n,net_benefit,success_difference,radius,nb_lo,nb_hi,success_lo,success_hi
119,-0.6050420168067226,-0.058823529411764705,0.3236990904952021,-0.9287411073019247,-0.2813429263115205,-0.38252261990696684,0.2648755610834374
120,-0.6083333333333333,-0.06666666666666667,0.3218417938258614,-0.9301751271591947,-0.28649153950747186,-0.3885084604925281,0.25517512715919477
121,-0.6115702479338843,-0.06611570247933884,0.32001351173181874,-0.9315837596657031,-0.2915567362020655,-0.3861292142111576,0.2538978092524799
122,-0.6147540983606558,-0.06557377049180328,0.31821354155932696,-0.9329676399199827,-0.2965405568013288,-0.38378731205113026,0.25263977106752367
123,-0.6178861788617886,-0.07317073170731707,0.316441203387963,-0.9343273822497516,-0.30144497547382565,-0.3896119350952801,0.24327047168064592
124,-0.6048387096774194,-0.06451612903225806,0.31469583911574484,-0.9195345487931642,-0.29014287056167454,-0.3792119681480029,0.2501797100834868
125,-0.608,-0.064,0.3129768115881272,-0.9209768115881272,-0.2950231884118728,-0.3769768115881272,0.24897681158812718
126,-0.6111111111111112,-0.06349206349206349,0.31128350376844055,-0.9223946148795517,-0.2998276073426706,-0.37477556726050404,0.24779144027637706
127,-0.6062992125984252,-0.06299212598425197,0.3096153179474892,-0.9159145305459144,-0.29668389465093603,-0.37260744393174117,0.24662319196323723
128,-0.59375,-0.0546875,0.3079716749901673,-0.9017216749901673,-0.2857783250098327,-0.3626591749901673,0.2532841749901673
129,-0.5968992248062015,-0.05426356589147287,0.3063520136170861,-0.9032512384232876,-0.2905472111891154,-0.36061557950855894,0.25208844772561323
130,-0.6,-0.05384615384615385,0.3047557897193264,-0.9047557897193264,-0.2952442102806736,-0.35860194356548025,0.2509096358731725
131,-0.5954198473282443,-0.05343511450381679,0.30318247570454804,-0.8986023230327923,-0.29223737162369623,-0.3566175902083648,0.24974736120073124
132,-0.5833333333333334,-0.045454545454545456,0.3016315598727936,-0.8849648932061269,-0.28170177346053976,-0.3470861053273391,0.25617701441824814
133,-0.5864661654135338,-0.045112781954887216,0.3001025458204245,-0.8865687112339583,-0.2863636195931093,-0.3452153277753117,0.2549897638655373
134,-0.5746268656716418,-0.03731343283582089,0.29859495187071977,-0.8732218175423616,-0.276031913800922,-0.33590838470654066,0.2612815190348989
135,-0.5777777777777777,-0.037037037037037035,0.2971083105297569,-0.8748860883075347,-0.28066946724802083,-0.3341453475667939,0.26007127349271986
136,-0.5808823529411765,-0.04411764705882353,0.29564216796627246,-0.876524520907449,-0.28524018497490405,-0.339759815025096,0.2515245209074489
137,-0.583941605839416,-0.043795620437956206,0.2941960835142795,-0.8781376893536955,-0.2897455223251365,-0.3379917039522357,0.2504004630763233
138,-0.572463768115942,-0.036231884057971016,0.29276962919728605,-0.865233397313228,-0.27969413891865597,-0.32900151325525706,0.25653774513931504
139,-0.5755395683453237,-0.03597122302158273,0.2913623892730294,-0.8669019576183531,-0.28417717907229434,-0.3273336122946121,0.25539116625144664
140,-0.5785714285714286,-0.03571428571428571,0.2899739597976993,-0.8685453883691279,-0.2885974687737293,-0.325688245511985,0.2542596740834136
141,-0.5815602836879432,-0.0425531914893617,0.2886039482086841,-0.8701642318966274,-0.2929563354792591,-0.33115713969804583,0.24605075671932242
142,-0.5845070422535211,-0.04225352112676056,0.2872519729249264,-0.8717590151784476,-0.29725506932859475,-0.32950549405168694,0.24499845179816582
143,-0.5874125874125874,-0.04195804195804196,0.2859176629640268,-0.8733302503766143,-0.3014949244485606,-0.3278757049220688,0.24395962100598487
144,-0.5902777777777778,-0.04861111111111111,0.28460065757528336,-0.8748784353530612,-0.30567712020249443,-0.33321176868639446,0.23598954646417225
145,-0.593103448275862,-0.05517241379310345,0.2833006058878953,-0.8764040541637573,-0.30980284238796674,-0.33847301968099874,0.22812819209479185
