scenario,method,replicates,max_runs_per_arm,true_net_benefit,true_success_difference,true_safety_difference,admissible,deployments,deployment_rate,rate_ci_lower,rate_ci_upper,mean_runs_per_arm_used,mean_runs_mcse,median_runs_among_deployments
tie_heavy_efficiency,win_only_allpairs_gs_pocock,2000,10000,0.057998043733088485,0.0,0.0,True,2000,1.0,0.9980829527187469,0.9999999999999998,1422.5,13.692949828287547,1000.0
tie_heavy_efficiency,guarded_allpairs_gs_pocock,2000,10000,0.057998043733088485,0.0,0.0,True,1997,0.9985,0.9955989674442294,0.9994897364163615,3309.5,41.25354378717058,3000.0
tie_heavy_efficiency,guarded_allpairs_gs_pocock_simultaneous,2000,10000,0.057998043733088485,0.0,0.0,True,1997,0.9985,0.9955989674442294,0.9994897364163615,3320.5,41.1993916824023,3000.0
tie_heavy_efficiency,win_only_allpairs_gs_hsd,2000,10000,0.057998043733088485,0.0,0.0,True,2000,1.0,0.9980829527187469,0.9999999999999998,1848.5,17.06674763978187,2000.0
tie_heavy_efficiency,guarded_allpairs_gs_hsd,2000,10000,0.057998043733088485,0.0,0.0,True,2000,1.0,0.9980829527187469,0.9999999999999998,4164.0,39.338937453876405,4000.0
tie_heavy_efficiency,guarded_allpairs_gs_hsd_simultaneous,2000,10000,0.057998043733088485,0.0,0.0,True,2000,1.0,0.9980829527187469,0.9999999999999998,4171.0,39.241298398498486,4000.0
tie_heavy_efficiency,win_only_allpairs_asympcs,2000,10000,0.057998043733088485,0.0,0.0,True,2000,1.0,0.9980829527187469,0.9999999999999998,1022.125,15.329656460191794,850.0
tie_heavy_efficiency,guarded_allpairs_asympcs,2000,10000,0.057998043733088485,0.0,0.0,True,1932,0.966,0.9571215720934327,0.9730917398404393,3586.325,56.511278716619934,2875.0
tie_heavy_efficiency,guarded_allpairs_asympcs_simultaneous,2000,10000,0.057998043733088485,0.0,0.0,True,1931,0.9655,0.9565669231288751,0.9726483058522783,3682.75,55.78837216436773,3000.0
tie_heavy_efficiency,win_only_disjoint_gs_obf,2000,10000,0.057998043733088485,0.0,0.0,True,2000,1.0,0.9980829527187469,0.9999999999999998,2875.5,14.882871866679496,3000.0
tie_heavy_efficiency,guarded_disjoint_gs_obf,2000,10000,0.057998043733088485,0.0,0.0,True,1999,0.9995,0.9971731374967338,0.9999117322692944,4686.0,30.260568401799727,4000.0
tie_heavy_efficiency,win_only_disjoint_betting,2000,10000,0.057998043733088485,0.0,0.0,True,2000,1.0,0.9980829527187469,0.9999999999999998,1562.25,20.692419354681558,1400.0
tie_heavy_efficiency,guarded_disjoint_betting,2000,10000,0.057998043733088485,0.0,0.0,True,1875,0.9375,0.9260297152353917,0.9472928683935119,4708.675,57.02392477888118,4050.0
tie_heavy_efficiency,guarded_disjoint_betting_simultaneous,2000,10000,0.057998043733088485,0.0,0.0,True,1875,0.9375,0.9260297152353917,0.9472928683935119,4790.7,56.032361229917846,4100.0
tie_heavy_efficiency,win_only_disjoint_betting_simultaneous,2000,10000,0.057998043733088485,0.0,0.0,True,2000,1.0,0.9980829527187469,0.9999999999999998,1562.25,20.692419354681558,1400.0
