family,domain,model_a,model_b,configuration,cost_relative_tolerance,resource_order,pairing,tasks,bootstrap_replicates,p_win,p_loss,p_tie,net_benefit,nb_ci_low,nb_ci_high,success_diff,success_ci_low,success_ci_high,win_ratio,success_decisive,cost_decisive,steps_decisive,illustrative_NI_margin,pointwise_NI_lower_above_margin,success_win,success_loss,success_net,cost_win,cost_loss,cost_net,steps_win,steps_loss,steps_net
tau2,telecom,o4-mini,Claude-3.7,cost_tol_10,0.1,cost_steps,off_diagonal,114,10000,0.42105263157894735,0.162280701754386,0.41666666666666674,0.25877192982456143,0.16080043859649118,0.3538011695906433,-0.07236842105263158,-0.12719298245614036,-0.017543859649122806,2.594594594594594,0.2521929824561403,0.33114035087719296,0.0,0.03,False,0.08991228070175439,0.162280701754386,-0.07236842105263158,0.33114035087719296,0.0,0.33114035087719296,0.0,0.0,0.0
tau2,telecom,o4-mini,Claude-3.7,cost_tol_20,0.2,cost_steps,off_diagonal,114,10000,0.42105263157894735,0.162280701754386,0.41666666666666674,0.25877192982456143,0.16080043859649118,0.3538011695906433,-0.07236842105263158,-0.12719298245614036,-0.017543859649122806,2.594594594594594,0.2521929824561403,0.33114035087719296,0.0,0.03,False,0.08991228070175439,0.162280701754386,-0.07236842105263158,0.33114035087719296,0.0,0.33114035087719296,0.0,0.0,0.0
tau2,telecom,o4-mini,Claude-3.7,steps_before_cost,0.05,steps_cost,off_diagonal,114,10000,0.22880116959064328,0.35453216374269003,0.41666666666666674,-0.12573099415204672,-0.20906432748538006,-0.039473684210526314,-0.07236842105263158,-0.12719298245614036,-0.017543859649122806,0.6453608247422681,0.2521929824561403,0.03289473684210526,0.2982456140350877,0.03,False,0.08991228070175439,0.162280701754386,-0.07236842105263158,0.03289473684210526,0.0,0.03289473684210526,0.10599415204678363,0.19225146198830406,-0.08625730994152046
tau2,telecom,o4-mini,Claude-3.7,paired_seed,0.05,cost_steps,diagonal,114,10000,0.42105263157894735,0.16447368421052633,0.4144736842105263,0.2565789473684211,0.1600877192982456,0.3508771929824561,-0.07236842105263158,-0.12719298245614036,-0.017543859649122806,2.5599999999999996,0.2565789473684211,0.32894736842105265,0.0,0.03,False,0.09210526315789473,0.16447368421052633,-0.07236842105263158,0.32894736842105265,0.0,0.32894736842105265,0.0,0.0,0.0
tau2,telecom,o4-mini,Claude-3.7,all_pairs,0.05,cost_steps,all,114,10000,0.42105263157894735,0.16282894736842105,0.4161184210526316,0.2582236842105263,0.1600877192982456,0.3530701754385965,-0.07236842105263158,-0.12719298245614036,-0.017543859649122806,2.5858585858585856,0.2532894736842105,0.3305921052631579,0.0,0.03,False,0.09046052631578948,0.16282894736842105,-0.07236842105263158,0.3305921052631579,0.0,0.3305921052631579,0.0,0.0,0.0
swe_lite,SWE-bench Lite,SWE-agent Claude-3-Opus,SWE-agent GPT-4,primary,0.05,cost_steps,all,300,10000,0.05,0.16333333333333333,0.7866666666666666,-0.11333333333333333,-0.16666666666666666,-0.06333333333333334,-0.06333333333333334,-0.10333333333333333,-0.023333333333333334,0.30612244897959184,0.13,0.07666666666666666,0.006666666666666667,0.03,False,0.03333333333333333,0.09666666666666666,-0.06333333333333334,0.01,0.06666666666666667,-0.056666666666666664,0.006666666666666667,0.0,0.006666666666666667
swe_lite,SWE-bench Lite,SWE-agent Claude-3-Opus,SWE-agent GPT-4,cost_tol_0,0.0,cost_steps,all,300,10000,0.04666666666666667,0.16666666666666666,0.7866666666666666,-0.12,-0.17,-0.07,-0.06333333333333334,-0.10333333333333333,-0.023333333333333334,0.28,0.13,0.08333333333333333,0.0,0.03,False,0.03333333333333333,0.09666666666666666,-0.06333333333333334,0.013333333333333334,0.07,-0.056666666666666664,0.0,0.0,0.0
swe_lite,SWE-bench Lite,SWE-agent Claude-3-Opus,SWE-agent GPT-4,cost_tol_10,0.1,cost_steps,all,300,10000,0.05,0.16333333333333333,0.7866666666666666,-0.11333333333333333,-0.16666666666666666,-0.06333333333333334,-0.06333333333333334,-0.10333333333333333,-0.023333333333333334,0.30612244897959184,0.13,0.07666666666666666,0.006666666666666667,0.03,False,0.03333333333333333,0.09666666666666666,-0.06333333333333334,0.01,0.06666666666666667,-0.056666666666666664,0.006666666666666667,0.0,0.006666666666666667
swe_lite,SWE-bench Lite,SWE-agent Claude-3-Opus,SWE-agent GPT-4,cost_tol_20,0.2,cost_steps,all,300,10000,0.05,0.16333333333333333,0.7866666666666666,-0.11333333333333333,-0.16666666666666666,-0.06333333333333334,-0.06333333333333334,-0.10333333333333333,-0.023333333333333334,0.30612244897959184,0.13,0.07333333333333333,0.01,0.03,False,0.03333333333333333,0.09666666666666666,-0.06333333333333334,0.006666666666666667,0.06666666666666667,-0.06,0.01,0.0,0.01
swe_lite,SWE-bench Lite,SWE-agent Claude-3-Opus,SWE-agent GPT-4,steps_before_cost,0.05,steps_cost,all,300,10000,0.06666666666666667,0.14666666666666667,0.7866666666666666,-0.08,-0.13333333333333333,-0.03,-0.06333333333333334,-0.10333333333333333,-0.023333333333333334,0.45454545454545453,0.13,0.006666666666666667,0.07666666666666666,0.03,False,0.03333333333333333,0.09666666666666666,-0.06333333333333334,0.0,0.006666666666666667,-0.006666666666666667,0.03333333333333333,0.043333333333333335,-0.01
