arm,variant,n_pass1,n_pass2,success_rate_pass1,success_rate_pass2,success_rate_diff_pass2_minus_pass1,mean_latency_s_pass1,mean_latency_s_pass2,mean_latency_s_diff_pass2_minus_pass1,median_latency_s_pass1,median_latency_s_pass2,mean_completion_tokens_pass1,mean_completion_tokens_pass2,mean_completion_tokens_diff_pass2_minus_pass1
A,single_shot,295,296,0.7152542372881356,0.75,0.03474576271186436,2.666278298451739,2.9325896029650056,0.26631130451326657,1.90074429102242,2.145311875268817,66.76949152542373,73.62837837837837,6.85888685295464
B,self_test_repair,296,295,0.7668918918918919,0.6983050847457627,-0.06858680714612919,12.588986538268777,12.362836039501984,-0.22615049876679372,9.76885885419324,10.313080250285566,317.2364864864865,309.1050847457627,-8.131401740723788
